,mse_test,mee_test,train_loss_mean_best_epoch,train_score_mean_best_epoch,val_loss_mean_best_epoch,val_score_mean_best_epoch
0,1.6390475998774103,1.3560575375959287,1.2563408087836017,1.241331284631865,1.7089706298407819,1.392445182420575
