,activation_hidden,activation_out,batch_size,hidden_layer_sizes,lambd,learning_rate_init,weights_bound,weights_dist
489,tanh,logistic,1,[4],0.01,0.0001,0.7,uniform
490,logistic,logistic,32,[4],0.002,0.005,0.7,uniform
491,logistic,logistic,16,[4],0.005,0.005,,
492,logistic,logistic,16,[4],0.01,0.01,0.7,uniform
493,tanh,tanh,8,[4],0.01,0.0001,0.7,uniform
494,tanh,logistic,16,[4],0.001,0.001,0.7,uniform
495,logistic,logistic,16,[4],0.005,0.005,0.7,uniform
496,logistic,logistic,32,[4],0.001,0.01,,
497,logistic,tanh,32,[4],0.01,0.001,,
498,logistic,logistic,16,[4],0.001,0.005,,
499,logistic,logistic,16,[4],0.002,0.005,0.7,uniform
500,logistic,logistic,8,[4],0.005,0.001,,
501,logistic,tanh,32,[4],0.005,0.001,0.7,uniform
502,tanh,tanh,16,[4],0.005,0.0001,0.7,uniform
503,logistic,tanh,32,[4],0.005,0.001,,
504,tanh,logistic,32,[4],0.002,0.001,0.7,uniform
505,logistic,logistic,8,[4],0.001,0.001,0.7,uniform
506,tanh,logistic,8,[4],0.005,0.0001,,
507,tanh,tanh,16,[4],0.002,0.0001,0.7,uniform
508,logistic,tanh,32,[4],0.001,0.001,,
509,tanh,tanh,16,[4],0.01,0.0001,0.7,uniform
510,logistic,tanh,32,[4],0.002,0.001,,
511,tanh,logistic,16,[4],0.01,0.0001,,
512,logistic,tanh,8,[4],0.001,0.0001,,
513,logistic,tanh,32,[4],0.002,0.0001,,
514,logistic,tanh,8,[4],0.002,0.0001,0.7,uniform
515,logistic,tanh,8,[4],0.005,0.0001,,
516,logistic,logistic,8,[4],0.002,0.001,,
517,tanh,logistic,32,[4],0.01,0.0001,,
518,tanh,tanh,32,[4],0.002,0.0001,0.7,uniform
519,logistic,logistic,32,[4],0.005,0.01,0.7,uniform
520,tanh,tanh,1,[4],0.002,0.05,0.7,uniform
521,logistic,tanh,16,[4],0.002,0.0001,0.7,uniform
522,logistic,tanh,16,[4],0.001,0.0001,,
523,logistic,tanh,32,[4],0.01,0.001,0.7,uniform
524,logistic,logistic,1,[4],0.002,0.0001,,
525,tanh,tanh,16,[4],0.001,0.0001,0.7,uniform
526,logistic,logistic,8,[4],0.005,0.001,0.7,uniform
527,logistic,tanh,8,[4],0.001,0.0001,0.7,uniform
528,tanh,logistic,32,[4],0.005,0.001,0.7,uniform
529,logistic,tanh,16,[4],0.005,0.0001,0.7,uniform
530,tanh,tanh,16,[4],0.01,0.0001,,
531,tanh,logistic,16,[4],0.01,0.001,0.7,uniform
532,tanh,tanh,32,[4],0.01,0.0001,,
533,tanh,tanh,1,[4],0.001,0.05,,
534,tanh,logistic,32,[4],0.005,0.0001,,
535,logistic,logistic,32,[4],0.001,0.005,0.7,uniform
536,logistic,logistic,16,[4],0.01,0.001,,
537,logistic,logistic,8,[4],0.001,0.001,,
538,logistic,logistic,32,[4],0.001,0.005,,
539,logistic,logistic,16,[4],0.002,0.001,0.7,uniform
540,logistic,logistic,8,[4],0.01,0.001,0.7,uniform
541,logistic,tanh,32,[4],0.002,0.0001,0.7,uniform
542,tanh,logistic,16,[4],0.001,0.0001,,
543,tanh,logistic,16,[4],0.002,0.0001,,
544,logistic,tanh,8,[4],0.002,0.0001,,
545,tanh,logistic,32,[4],0.001,0.0001,0.7,uniform
546,tanh,tanh,32,[4],0.002,0.0001,,
547,tanh,tanh,32,[4],0.01,0.0001,0.7,uniform
548,tanh,tanh,1,[4],0.01,0.05,,
549,logistic,logistic,32,[4],0.002,0.005,,
550,tanh,tanh,1,[4],0.005,0.05,,
551,tanh,logistic,16,[4],0.01,0.0001,0.7,uniform
552,logistic,tanh,16,[4],0.005,0.0001,,
553,tanh,logistic,32,[4],0.01,0.001,0.7,uniform
554,logistic,logistic,16,[4],0.01,0.0001,,
555,logistic,logistic,8,[4],0.01,0.001,,
556,logistic,tanh,32,[4],0.01,0.0001,0.7,uniform
557,logistic,logistic,32,[4],0.01,0.005,,
558,tanh,logistic,8,[4],0.002,0.0001,0.7,uniform
559,logistic,logistic,32,[4],0.005,0.005,0.7,uniform
560,logistic,logistic,32,[4],0.001,0.001,0.7,uniform
561,logistic,tanh,8,[4],0.005,0.0001,0.7,uniform
562,logistic,logistic,1,[4],0.002,0.0001,0.7,uniform
563,logistic,logistic,16,[4],0.002,0.0001,,
564,logistic,logistic,16,[4],0.005,0.001,,
565,logistic,logistic,32,[4],0.002,0.001,,
566,tanh,tanh,32,[4],0.005,0.0001,0.7,uniform
567,tanh,tanh,1,[4],0.001,0.05,0.7,uniform
568,logistic,logistic,32,[4],0.01,0.001,,
569,logistic,tanh,16,[4],0.002,0.0001,,
570,logistic,logistic,1,[4],0.005,0.0001,,
571,logistic,logistic,32,[4],0.002,0.0001,0.7,uniform
572,logistic,logistic,16,[4],0.002,0.0001,0.7,uniform
573,tanh,logistic,8,[4],0.001,0.0001,0.7,uniform
574,tanh,logistic,16,[4],0.005,0.0001,0.7,uniform
575,tanh,tanh,32,[4],0.001,0.0001,,
576,tanh,logistic,32,[4],0.005,0.0001,0.7,uniform
577,logistic,logistic,8,[4],0.01,0.0001,,
578,tanh,logistic,8,[4],0.01,0.0001,0.7,uniform
579,logistic,logistic,8,[4],0.002,0.001,0.7,uniform
580,logistic,logistic,32,[4],0.002,0.0001,,
581,tanh,tanh,32,[4],0.001,0.0001,0.7,uniform
582,logistic,tanh,8,[4],0.01,0.0001,0.7,uniform
583,logistic,logistic,8,[4],0.001,0.0001,0.7,uniform
584,logistic,logistic,32,[4],0.01,0.0001,0.7,uniform
585,logistic,logistic,1,[4],0.001,0.0001,0.7,uniform
586,logistic,logistic,32,[4],0.001,0.0001,,
587,logistic,logistic,16,[4],0.005,0.0001,,
588,logistic,tanh,32,[4],0.001,0.0001,,
589,tanh,logistic,16,[4],0.001,0.0001,0.7,uniform
590,tanh,logistic,8,[4],0.005,0.0001,0.7,uniform
591,logistic,logistic,16,[4],0.001,0.0001,0.7,uniform
592,tanh,logistic,16,[4],0.005,0.0001,,
593,logistic,tanh,8,[4],0.01,0.0001,,
594,tanh,tanh,1,[4],0.002,0.05,,
595,logistic,logistic,8,[4],0.002,0.0001,0.7,uniform
596,logistic,logistic,1,[4],0.001,0.0001,,
597,logistic,logistic,16,[4],0.001,0.001,0.7,uniform
598,tanh,tanh,1,[4],0.01,0.05,0.7,uniform
599,logistic,logistic,8,[4],0.005,0.0001,,
600,logistic,logistic,32,[4],0.002,0.001,0.7,uniform
601,logistic,logistic,16,[4],0.01,0.0001,0.7,uniform
602,logistic,tanh,32,[4],0.005,0.0001,,
603,tanh,logistic,32,[4],0.002,0.0001,,
604,logistic,logistic,16,[4],0.005,0.0001,0.7,uniform
605,logistic,logistic,16,[4],0.005,0.001,0.7,uniform
606,logistic,logistic,32,[4],0.01,0.005,0.7,uniform
607,tanh,logistic,32,[4],0.002,0.0001,0.7,uniform
608,logistic,logistic,32,[4],0.001,0.0001,0.7,uniform
609,logistic,logistic,8,[4],0.002,0.0001,,
610,logistic,logistic,1,[4],0.01,0.0001,,
611,logistic,logistic,32,[4],0.01,0.0001,,
612,logistic,logistic,16,[4],0.002,0.001,,
613,logistic,logistic,32,[4],0.005,0.001,,
614,logistic,logistic,1,[4],0.005,0.0001,0.7,uniform
615,tanh,tanh,1,[4],0.005,0.05,0.7,uniform
616,logistic,logistic,8,[4],0.01,0.0001,0.7,uniform
617,logistic,logistic,32,[4],0.01,0.01,0.7,uniform
618,logistic,logistic,16,[4],0.001,0.001,,
619,logistic,logistic,32,[4],0.01,0.001,0.7,uniform
620,logistic,logistic,32,[4],0.001,0.001,,
621,logistic,logistic,8,[4],0.005,0.0001,0.7,uniform
622,logistic,tanh,16,[4],0.01,0.0001,,
623,logistic,tanh,16,[4],0.001,0.0001,0.7,uniform
624,logistic,logistic,16,[4],0.001,0.0001,,
625,logistic,tanh,32,[4],0.01,0.0001,,
626,logistic,tanh,16,[4],0.01,0.0001,0.7,uniform
627,logistic,logistic,16,[4],0.01,0.001,0.7,uniform
628,logistic,logistic,1,[4],0.01,0.0001,0.7,uniform
629,tanh,logistic,16,[4],0.002,0.0001,0.7,uniform
630,logistic,logistic,16,[4],0.01,0.005,0.7,uniform
631,logistic,logistic,32,[4],0.005,0.0001,,
632,tanh,logistic,32,[4],0.001,0.0001,,
633,logistic,logistic,8,[4],0.001,0.0001,,
634,logistic,logistic,32,[4],0.005,0.0001,0.7,uniform
635,logistic,logistic,32,[4],0.005,0.001,0.7,uniform
636,logistic,tanh,32,[4],0.001,0.0001,0.7,uniform
637,tanh,logistic,32,[4],0.001,0.001,0.7,uniform
638,logistic,tanh,32,[4],0.005,0.0001,0.7,uniform
639,tanh,logistic,32,[4],0.01,0.0001,0.7,uniform
