,alpha,hidden_layer_sizes,lambd,learning_rate,learning_rate_init,nesterov
429,0.6,"[30, 30, 30]",0.0001,linear_decay,0.04,True
430,0.75,"[30, 30, 30]",0.0001,fixed,0.006,True
431,0.8,"[30, 30, 30]",0.00025,fixed,0.008,False
432,0.8,"[30, 30, 30]",0.00025,fixed,0.01,False
433,0.8,"[30, 30, 30]",0.0005,linear_decay,0.12,False
434,0.65,"[30, 30, 30]",0.001,linear_decay,0.06,True
435,0.8,"[30, 30, 30]",0.0005,linear_decay,0.08,False
436,0.9,"[30, 30, 30]",5e-05,fixed,0.004,False
437,0.6,"[30, 30, 30]",0.0001,linear_decay,0.05,True
438,0.8,"[60, 30]",0.0001,fixed,0.01,False
439,0.9,"[30, 30, 30]",0.0005,fixed,0.004,False
440,0.65,"[30, 30, 30]",0.00025,linear_decay,0.08,False
441,0.8,"[30, 30, 30]",5e-05,fixed,0.01,False
442,0.85,"[60, 30]",5e-05,fixed,0.008,True
443,0.8,"[60, 30]",0.00025,linear_decay,0.04,True
444,0.85,"[60, 30]",0.0001,linear_decay,0.06,True
445,0.65,"[60, 30]",0.0001,linear_decay,0.04,False
446,0.75,"[60, 30]",0.0001,fixed,0.01,False
447,0.75,"[60, 30]",0.001,linear_decay,0.12,True
448,0.85,"[60, 30]",0.0001,linear_decay,0.08,False
449,0.6,"[30, 30, 30]",0.0001,linear_decay,0.06,False
450,0.7,"[60, 30]",0.001,linear_decay,0.06,False
451,0.65,"[60, 30]",0.00025,linear_decay,0.04,True
452,0.7,"[30, 30, 30]",0.0001,linear_decay,0.08,True
453,0.7,"[30, 30, 30]",0.0005,linear_decay,0.04,True
454,0.75,"[60, 30]",0.001,linear_decay,0.05,True
455,0.8,"[60, 30]",0.0001,linear_decay,0.04,True
456,0.75,"[30, 30, 30]",0.0001,fixed,0.008,True
457,0.8,"[60, 30]",0.0001,linear_decay,0.08,False
458,0.6,"[30, 30, 30]",0.0005,linear_decay,0.05,True
459,0.8,"[60, 30]",0.00025,fixed,0.008,False
460,0.9,"[30, 30, 30]",0.0001,fixed,0.008,True
461,0.75,"[30, 30, 30]",0.001,linear_decay,0.05,False
462,0.8,"[30, 30, 30]",0.0001,fixed,0.004,False
463,0.9,"[30, 30, 30]",0.0001,fixed,0.008,False
464,0.85,"[60, 30]",0.0001,fixed,0.006,True
465,0.7,"[30, 30, 30]",0.0001,fixed,0.008,True
466,0.75,"[60, 30]",0.001,linear_decay,0.05,False
467,0.85,"[30, 30, 30]",0.0001,fixed,0.008,True
468,0.6,"[60, 30]",0.0001,linear_decay,0.04,False
469,0.9,"[60, 30]",5e-05,fixed,0.004,True
470,0.85,"[60, 30]",0.001,linear_decay,0.12,False
471,0.85,"[30, 30, 30]",5e-05,fixed,0.006,False
472,0.6,"[60, 30]",0.0005,linear_decay,0.08,False
473,0.7,"[30, 30, 30]",0.0001,fixed,0.01,False
474,0.6,"[30, 30, 30]",0.00025,linear_decay,0.04,True
475,0.6,"[30, 30, 30]",0.0005,linear_decay,0.06,False
476,0.6,"[30, 30, 30]",0.001,linear_decay,0.08,False
477,0.7,"[30, 30, 30]",0.00025,fixed,0.01,True
478,0.8,"[60, 30]",5e-05,fixed,0.006,False
479,0.65,"[60, 30]",0.0001,linear_decay,0.04,True
480,0.8,"[30, 30, 30]",0.00025,fixed,0.006,False
481,0.7,"[30, 30, 30]",0.0005,linear_decay,0.08,True
482,0.65,"[30, 30, 30]",0.001,linear_decay,0.08,True
483,0.65,"[60, 30]",0.001,linear_decay,0.05,True
484,0.85,"[60, 30]",0.001,linear_decay,0.1,False
485,0.65,"[30, 30, 30]",0.00025,linear_decay,0.04,False
486,0.6,"[30, 30, 30]",0.0005,linear_decay,0.04,False
487,0.75,"[60, 30]",5e-05,fixed,0.008,False
488,0.9,"[30, 30, 30]",0.0001,fixed,0.006,False
489,0.9,"[60, 30]",0.0001,fixed,0.004,True
490,0.6,"[60, 30]",0.00025,linear_decay,0.04,True
491,0.85,"[30, 30, 30]",5e-05,fixed,0.01,False
492,0.65,"[30, 30, 30]",0.0005,linear_decay,0.04,False
493,0.6,"[60, 30]",0.00025,linear_decay,0.06,True
494,0.75,"[30, 30, 30]",0.0001,fixed,0.006,False
495,0.85,"[30, 30, 30]",0.00025,fixed,0.004,False
496,0.65,"[60, 30]",0.0005,linear_decay,0.05,False
497,0.8,"[30, 30, 30]",0.0001,fixed,0.006,True
498,0.7,"[30, 30, 30]",0.0005,linear_decay,0.04,False
499,0.85,"[30, 30, 30]",0.00025,fixed,0.006,True
500,0.85,"[30, 30, 30]",0.0001,linear_decay,0.05,True
501,0.8,"[60, 30]",0.001,linear_decay,0.04,True
502,0.7,"[60, 30]",0.0001,fixed,0.01,False
503,0.8,"[30, 30, 30]",0.001,linear_decay,0.04,False
504,0.9,"[30, 30, 30]",0.0001,fixed,0.006,True
505,0.6,"[60, 30]",0.001,linear_decay,0.06,False
506,0.6,"[60, 30]",0.0005,linear_decay,0.06,True
507,0.65,"[30, 30, 30]",0.0001,linear_decay,0.04,True
508,0.8,"[60, 30]",0.0001,fixed,0.006,True
509,0.7,"[30, 30, 30]",0.00025,linear_decay,0.04,True
510,0.75,"[60, 30]",5e-05,fixed,0.008,True
511,0.9,"[30, 30, 30]",0.001,fixed,0.01,False
512,0.8,"[60, 30]",0.001,linear_decay,0.1,False
513,0.85,"[60, 30]",0.0005,linear_decay,0.08,True
514,0.85,"[30, 30, 30]",0.0005,linear_decay,0.04,True
515,0.85,"[30, 30, 30]",0.001,linear_decay,0.04,True
516,0.8,"[30, 30, 30]",0.0001,fixed,0.008,True
517,0.85,"[30, 30, 30]",0.0005,fixed,0.006,False
518,0.85,"[60, 30]",0.00025,fixed,0.008,False
519,0.85,"[60, 30]",0.0001,fixed,0.008,True
520,0.75,"[60, 30]",0.0001,linear_decay,0.1,True
521,0.65,"[30, 30, 30]",0.001,linear_decay,0.06,False
522,0.65,"[30, 30, 30]",0.001,linear_decay,0.12,False
523,0.85,"[30, 30, 30]",0.0005,fixed,0.01,False
524,0.75,"[60, 30]",0.00025,fixed,0.01,False
525,0.7,"[60, 30]",5e-05,fixed,0.01,False
526,0.9,"[30, 30, 30]",5e-05,fixed,0.004,True
527,0.85,"[30, 30, 30]",5e-05,fixed,0.004,False
528,0.9,"[60, 30]",0.0001,fixed,0.01,False
529,0.9,"[30, 30, 30]",0.001,fixed,0.008,False
530,0.9,"[60, 30]",0.0005,fixed,0.01,False
531,0.65,"[60, 30]",0.0001,linear_decay,0.12,True
532,0.9,"[60, 30]",0.00025,fixed,0.004,True
533,0.75,"[60, 30]",0.0001,fixed,0.008,True
534,0.75,"[30, 30, 30]",5e-05,fixed,0.006,False
535,0.85,"[30, 30, 30]",0.0005,fixed,0.008,True
536,0.9,"[30, 30, 30]",0.00025,fixed,0.006,False
537,0.7,"[30, 30, 30]",0.001,linear_decay,0.04,False
538,0.9,"[30, 30, 30]",5e-05,fixed,0.01,False
539,0.8,"[30, 30, 30]",5e-05,fixed,0.004,True
540,0.85,"[60, 30]",5e-05,fixed,0.006,False
541,0.75,"[30, 30, 30]",0.001,linear_decay,0.04,True
542,0.75,"[30, 30, 30]",0.00025,fixed,0.008,True
543,0.7,"[30, 30, 30]",0.001,linear_decay,0.05,True
544,0.85,"[60, 30]",0.0005,linear_decay,0.1,False
545,0.75,"[60, 30]",0.001,linear_decay,0.04,False
546,0.8,"[60, 30]",0.00025,linear_decay,0.1,False
547,0.8,"[30, 30, 30]",5e-05,fixed,0.008,True
548,0.8,"[30, 30, 30]",0.0005,fixed,0.008,False
549,0.8,"[60, 30]",0.00025,fixed,0.008,True
550,0.6,"[30, 30, 30]",0.00025,linear_decay,0.04,False
551,0.65,"[60, 30]",0.001,linear_decay,0.08,True
552,0.6,"[60, 30]",0.001,linear_decay,0.08,True
553,0.9,"[30, 30, 30]",0.00025,fixed,0.01,False
554,0.85,"[30, 30, 30]",0.0005,fixed,0.008,False
555,0.75,"[30, 30, 30]",0.001,linear_decay,0.1,True
556,0.8,"[30, 30, 30]",0.0001,linear_decay,0.06,True
557,0.7,"[60, 30]",5e-05,fixed,0.01,True
558,0.85,"[30, 30, 30]",0.0001,fixed,0.006,True
559,0.6,"[60, 30]",0.00025,linear_decay,0.05,True
560,0.75,"[30, 30, 30]",5e-05,fixed,0.008,True
561,0.6,"[30, 30, 30]",0.00025,linear_decay,0.12,True
562,0.6,"[30, 30, 30]",0.0001,linear_decay,0.04,False
563,0.65,"[30, 30, 30]",0.001,linear_decay,0.05,True
564,0.9,"[60, 30]",0.001,fixed,0.008,False
565,0.6,"[60, 30]",0.0001,linear_decay,0.12,True
566,0.8,"[60, 30]",0.001,linear_decay,0.05,True
567,0.65,"[60, 30]",0.0001,linear_decay,0.05,True
568,0.7,"[60, 30]",0.0001,fixed,0.01,True
569,0.7,"[30, 30, 30]",0.001,linear_decay,0.05,False
570,0.7,"[30, 30, 30]",0.0005,linear_decay,0.05,False
571,0.85,"[30, 30, 30]",0.0005,fixed,0.006,True
572,0.75,"[60, 30]",0.0001,fixed,0.006,False
573,0.8,"[60, 30]",0.0001,linear_decay,0.1,False
574,0.85,"[60, 30]",0.0005,fixed,0.008,False
575,0.6,"[30, 30, 30]",0.0005,linear_decay,0.05,False
576,0.85,"[60, 30]",0.0001,fixed,0.004,False
577,0.65,"[60, 30]",0.0005,linear_decay,0.05,True
578,0.85,"[30, 30, 30]",0.001,linear_decay,0.06,False
579,0.65,"[30, 30, 30]",0.001,linear_decay,0.08,False
580,0.7,"[60, 30]",5e-05,fixed,0.008,False
581,0.85,"[60, 30]",0.00025,fixed,0.006,True
582,0.85,"[30, 30, 30]",0.001,linear_decay,0.05,False
583,0.6,"[60, 30]",0.001,linear_decay,0.12,False
584,0.6,"[60, 30]",0.0001,linear_decay,0.04,True
585,0.7,"[60, 30]",0.001,linear_decay,0.05,False
586,0.6,"[60, 30]",0.0005,linear_decay,0.05,True
587,0.75,"[30, 30, 30]",0.0005,linear_decay,0.1,True
588,0.7,"[60, 30]",0.0005,linear_decay,0.04,True
589,0.85,"[30, 30, 30]",0.0005,linear_decay,0.12,False
590,0.6,"[60, 30]",0.001,linear_decay,0.08,False
591,0.85,"[30, 30, 30]",5e-05,fixed,0.008,True
592,0.6,"[60, 30]",0.001,linear_decay,0.12,True
593,0.6,"[60, 30]",0.0005,linear_decay,0.05,False
594,0.7,"[30, 30, 30]",0.00025,fixed,0.01,False
595,0.75,"[30, 30, 30]",0.00025,fixed,0.006,False
596,0.85,"[60, 30]",0.0001,fixed,0.004,True
597,0.85,"[60, 30]",0.00025,linear_decay,0.08,True
598,0.7,"[60, 30]",0.001,linear_decay,0.05,True
599,0.75,"[30, 30, 30]",0.00025,fixed,0.006,True
600,0.85,"[30, 30, 30]",0.0001,linear_decay,0.04,True
601,0.85,"[30, 30, 30]",0.0005,linear_decay,0.08,True
602,0.6,"[60, 30]",0.001,linear_decay,0.1,True
603,0.8,"[30, 30, 30]",0.0001,fixed,0.006,False
604,0.8,"[30, 30, 30]",0.0005,fixed,0.008,True
605,0.8,"[30, 30, 30]",5e-05,fixed,0.006,True
606,0.7,"[60, 30]",0.001,linear_decay,0.06,True
607,0.9,"[30, 30, 30]",5e-05,fixed,0.008,False
608,0.8,"[60, 30]",5e-05,fixed,0.008,True
609,0.8,"[30, 30, 30]",0.00025,fixed,0.006,True
610,0.7,"[60, 30]",0.0001,linear_decay,0.1,True
611,0.85,"[30, 30, 30]",0.0001,linear_decay,0.06,False
612,0.9,"[30, 30, 30]",5e-05,fixed,0.002,True
613,0.9,"[30, 30, 30]",0.00025,fixed,0.002,True
614,0.75,"[60, 30]",0.00025,fixed,0.008,False
615,0.6,"[30, 30, 30]",0.001,linear_decay,0.1,False
616,0.7,"[60, 30]",0.001,linear_decay,0.1,True
617,0.85,"[30, 30, 30]",0.0001,linear_decay,0.1,False
618,0.65,"[60, 30]",0.001,linear_decay,0.06,True
619,0.8,"[60, 30]",0.00025,fixed,0.01,False
620,0.7,"[30, 30, 30]",0.0001,fixed,0.01,True
621,0.75,"[30, 30, 30]",5e-05,fixed,0.004,False
622,0.6,"[30, 30, 30]",0.0005,linear_decay,0.04,True
623,0.6,"[30, 30, 30]",0.001,linear_decay,0.06,True
624,0.7,"[60, 30]",0.00025,fixed,0.01,False
625,0.8,"[30, 30, 30]",5e-05,fixed,0.004,False
626,0.7,"[30, 30, 30]",5e-05,fixed,0.006,False
627,0.8,"[30, 30, 30]",0.0001,linear_decay,0.12,False
628,0.7,"[60, 30]",0.0001,fixed,0.008,False
629,0.75,"[60, 30]",0.0001,fixed,0.006,True
630,0.8,"[30, 30, 30]",0.0001,linear_decay,0.1,False
631,0.7,"[30, 30, 30]",0.00025,fixed,0.008,False
632,0.8,"[60, 30]",0.0001,linear_decay,0.08,True
633,0.85,"[30, 30, 30]",0.00025,linear_decay,0.08,False
634,0.7,"[30, 30, 30]",0.0001,fixed,0.008,False
635,0.8,"[60, 30]",0.00025,linear_decay,0.1,True
636,0.85,"[60, 30]",0.005,linear_decay,0.12,False
637,0.85,"[30, 30, 30]",5e-05,fixed,0.002,True
638,0.7,"[60, 30]",0.00025,linear_decay,0.04,True
639,0.85,"[60, 30]",5e-05,fixed,0.004,True
640,0.9,"[30, 30, 30]",0.0005,fixed,0.006,True
641,0.6,"[30, 30, 30]",0.001,linear_decay,0.05,False
642,0.6,"[60, 30]",0.001,linear_decay,0.06,True
643,0.85,"[60, 30]",0.0005,fixed,0.008,True
644,0.65,"[30, 30, 30]",0.0005,linear_decay,0.12,False
645,0.7,"[60, 30]",5e-05,fixed,0.006,False
646,0.6,"[60, 30]",0.00025,linear_decay,0.12,True
647,0.9,"[60, 30]",0.001,fixed,0.008,True
648,0.75,"[60, 30]",5e-05,fixed,0.006,False
649,0.9,"[60, 30]",0.001,fixed,0.01,False
650,0.85,"[30, 30, 30]",0.001,fixed,0.01,False
651,0.65,"[60, 30]",0.0005,linear_decay,0.04,False
652,0.65,"[60, 30]",0.001,linear_decay,0.06,False
653,0.85,"[60, 30]",0.00025,fixed,0.006,False
654,0.8,"[60, 30]",5e-05,fixed,0.004,False
655,0.85,"[60, 30]",0.00025,fixed,0.004,True
656,0.65,"[30, 30, 30]",0.0005,linear_decay,0.04,True
657,0.9,"[30, 30, 30]",0.0005,fixed,0.004,True
658,0.7,"[30, 30, 30]",5e-05,fixed,0.008,True
659,0.7,"[60, 30]",0.0001,fixed,0.008,True
660,0.7,"[30, 30, 30]",0.0001,fixed,0.004,True
661,0.6,"[60, 30]",0.0005,linear_decay,0.04,False
662,0.8,"[60, 30]",5e-05,fixed,0.004,True
663,0.65,"[60, 30]",0.001,linear_decay,0.08,False
664,0.9,"[60, 30]",0.0005,fixed,0.004,False
665,0.8,"[60, 30]",0.0005,fixed,0.01,False
666,0.85,"[30, 30, 30]",0.00025,linear_decay,0.1,False
667,0.85,"[30, 30, 30]",0.00025,fixed,0.004,True
668,0.65,"[60, 30]",0.0005,linear_decay,0.04,True
669,0.9,"[60, 30]",5e-05,fixed,0.002,True
670,0.8,"[30, 30, 30]",0.00025,fixed,0.004,True
671,0.75,"[60, 30]",0.00025,fixed,0.008,True
672,0.75,"[30, 30, 30]",0.0001,fixed,0.004,True
673,0.7,"[60, 30]",5e-05,fixed,0.006,True
674,0.75,"[60, 30]",0.001,linear_decay,0.04,True
675,0.6,"[30, 30, 30]",0.001,linear_decay,0.05,True
676,0.6,"[60, 30]",0.001,linear_decay,0.05,False
677,0.85,"[60, 30]",0.00025,fixed,0.004,False
678,0.7,"[30, 30, 30]",0.0005,fixed,0.01,True
679,0.65,"[60, 30]",0.001,linear_decay,0.05,False
680,0.6,"[30, 30, 30]",0.0001,linear_decay,0.1,False
681,0.7,"[60, 30]",0.00025,fixed,0.008,True
682,0.9,"[30, 30, 30]",0.0001,fixed,0.002,True
683,0.7,"[60, 30]",0.001,linear_decay,0.12,True
684,0.8,"[60, 30]",0.00025,fixed,0.006,True
685,0.8,"[60, 30]",0.00025,fixed,0.006,False
686,0.75,"[30, 30, 30]",0.0005,fixed,0.008,True
687,0.9,"[60, 30]",0.0005,fixed,0.004,True
688,0.75,"[30, 30, 30]",0.0001,linear_decay,0.1,False
689,0.85,"[60, 30]",0.00025,linear_decay,0.1,False
690,0.7,"[30, 30, 30]",5e-05,fixed,0.004,True
691,0.7,"[30, 30, 30]",0.00025,fixed,0.006,False
692,0.8,"[30, 30, 30]",0.00025,fixed,0.004,False
693,0.6,"[30, 30, 30]",0.001,linear_decay,0.1,True
694,0.8,"[30, 30, 30]",0.0005,linear_decay,0.1,False
695,0.85,"[60, 30]",5e-05,fixed,0.004,False
696,0.7,"[30, 30, 30]",0.0001,fixed,0.006,False
697,0.8,"[30, 30, 30]",0.001,linear_decay,0.08,True
698,0.7,"[30, 30, 30]",0.0001,fixed,0.006,True
699,0.85,"[60, 30]",0.00025,linear_decay,0.12,False
700,0.9,"[30, 30, 30]",0.001,fixed,0.006,False
701,0.85,"[60, 30]",0.0005,fixed,0.006,False
702,0.75,"[60, 30]",5e-05,fixed,0.006,True
703,0.65,"[60, 30]",0.001,linear_decay,0.1,True
704,0.7,"[60, 30]",0.001,linear_decay,0.04,False
705,0.75,"[60, 30]",0.005,linear_decay,0.12,False
706,0.7,"[30, 30, 30]",0.0001,fixed,0.004,False
707,0.65,"[30, 30, 30]",0.001,linear_decay,0.04,True
708,0.85,"[60, 30]",0.0005,fixed,0.006,True
709,0.7,"[30, 30, 30]",0.00025,fixed,0.008,True
710,0.7,"[30, 30, 30]",5e-05,fixed,0.008,False
711,0.85,"[30, 30, 30]",0.001,linear_decay,0.08,False
712,0.85,"[30, 30, 30]",0.005,linear_decay,0.1,False
713,0.7,"[60, 30]",0.00025,fixed,0.01,True
714,0.7,"[60, 30]",5e-05,fixed,0.008,True
715,0.85,"[30, 30, 30]",0.0005,linear_decay,0.08,False
716,0.75,"[60, 30]",5e-05,fixed,0.004,True
717,0.7,"[30, 30, 30]",0.001,linear_decay,0.1,False
718,0.8,"[30, 30, 30]",0.0001,linear_decay,0.08,True
719,0.65,"[30, 30, 30]",0.001,linear_decay,0.04,False
720,0.9,"[30, 30, 30]",0.001,fixed,0.006,True
721,0.75,"[30, 30, 30]",0.0001,fixed,0.004,False
722,0.6,"[60, 30]",0.001,linear_decay,0.05,True
723,0.75,"[30, 30, 30]",0.001,linear_decay,0.04,False
724,0.7,"[30, 30, 30]",0.00025,fixed,0.006,True
725,0.9,"[30, 30, 30]",0.001,fixed,0.008,True
726,0.65,"[30, 30, 30]",0.001,linear_decay,0.05,False
727,0.8,"[60, 30]",0.0001,fixed,0.004,False
728,0.85,"[60, 30]",0.001,fixed,0.01,False
729,0.6,"[60, 30]",0.0005,linear_decay,0.04,True
730,0.8,"[60, 30]",0.0005,fixed,0.008,True
731,0.8,"[60, 30]",0.0005,fixed,0.008,False
732,0.6,"[30, 30, 30]",0.001,linear_decay,0.06,False
733,0.8,"[30, 30, 30]",0.0005,fixed,0.006,True
734,0.75,"[60, 30]",5e-05,fixed,0.004,False
735,0.7,"[60, 30]",0.0001,fixed,0.006,True
736,0.7,"[30, 30, 30]",5e-05,fixed,0.004,False
737,0.85,"[60, 30]",0.0001,linear_decay,0.12,False
738,0.75,"[60, 30]",0.00025,fixed,0.006,False
739,0.75,"[30, 30, 30]",5e-05,fixed,0.004,True
740,0.85,"[30, 30, 30]",0.001,fixed,0.008,True
741,0.7,"[60, 30]",0.001,linear_decay,0.04,True
742,0.85,"[60, 30]",0.0001,linear_decay,0.08,True
743,0.8,"[60, 30]",0.005,linear_decay,0.08,False
744,0.7,"[30, 30, 30]",0.0005,fixed,0.01,False
745,0.8,"[30, 30, 30]",0.0001,fixed,0.004,True
746,0.9,"[60, 30]",0.0001,fixed,0.002,True
747,0.85,"[60, 30]",0.005,linear_decay,0.1,False
748,0.85,"[30, 30, 30]",0.001,fixed,0.008,False
749,0.75,"[30, 30, 30]",0.0005,fixed,0.01,False
750,0.85,"[30, 30, 30]",0.0001,fixed,0.002,True
751,0.65,"[30, 30, 30]",0.001,linear_decay,0.1,True
752,0.8,"[30, 30, 30]",0.0005,fixed,0.006,False
753,0.75,"[30, 30, 30]",0.0005,fixed,0.008,False
754,0.85,"[30, 30, 30]",0.0005,fixed,0.004,False
755,0.7,"[60, 30]",0.0005,fixed,0.01,True
756,0.65,"[60, 30]",0.001,linear_decay,0.04,False
757,0.85,"[30, 30, 30]",0.005,linear_decay,0.06,True
758,0.75,"[60, 30]",0.00025,fixed,0.006,True
759,0.7,"[60, 30]",0.00025,linear_decay,0.12,True
760,0.9,"[30, 30, 30]",0.0001,fixed,0.01,False
761,0.65,"[60, 30]",0.001,linear_decay,0.04,True
762,0.75,"[60, 30]",0.0001,fixed,0.004,True
763,0.7,"[60, 30]",0.0001,fixed,0.006,False
764,0.7,"[60, 30]",0.00025,fixed,0.006,True
765,0.75,"[60, 30]",0.0005,fixed,0.008,False
766,0.8,"[60, 30]",0.00025,fixed,0.004,True
767,0.9,"[60, 30]",0.001,fixed,0.006,True
768,0.75,"[30, 30, 30]",0.0001,linear_decay,0.12,False
769,0.7,"[30, 30, 30]",0.0005,fixed,0.008,True
770,0.85,"[30, 30, 30]",0.0005,fixed,0.004,True
771,0.8,"[60, 30]",0.00025,fixed,0.004,False
772,0.9,"[60, 30]",0.001,fixed,0.006,False
773,0.6,"[60, 30]",0.001,linear_decay,0.04,False
774,0.7,"[60, 30]",5e-05,fixed,0.004,False
775,0.6,"[30, 30, 30]",0.001,linear_decay,0.04,True
776,0.6,"[60, 30]",0.001,linear_decay,0.04,True
777,0.6,"[30, 30, 30]",0.001,linear_decay,0.08,True
778,0.7,"[60, 30]",0.00025,fixed,0.008,False
779,0.8,"[30, 30, 30]",0.005,linear_decay,0.06,True
780,0.85,"[60, 30]",0.0001,linear_decay,0.1,False
781,0.8,"[60, 30]",0.0001,fixed,0.004,True
782,0.6,"[30, 30, 30]",0.001,linear_decay,0.04,False
783,0.8,"[60, 30]",0.005,linear_decay,0.12,False
784,0.9,"[60, 30]",0.00025,fixed,0.002,True
785,0.7,"[60, 30]",0.0005,fixed,0.01,False
786,0.7,"[60, 30]",0.00025,fixed,0.006,False
787,0.85,"[60, 30]",5e-05,fixed,0.002,True
788,0.75,"[60, 30]",0.0001,fixed,0.004,False
789,0.75,"[60, 30]",0.0005,fixed,0.01,False
790,0.7,"[30, 30, 30]",0.00025,fixed,0.004,False
791,0.8,"[30, 30, 30]",0.001,fixed,0.01,False
792,0.85,"[60, 30]",0.005,linear_decay,0.08,True
793,0.85,"[30, 30, 30]",0.001,linear_decay,0.1,False
794,0.7,"[30, 30, 30]",0.00025,fixed,0.004,True
795,0.75,"[60, 30]",0.00025,fixed,0.004,True
796,0.7,"[30, 30, 30]",0.0005,fixed,0.008,False
797,0.8,"[60, 30]",0.0005,fixed,0.006,False
798,0.8,"[60, 30]",0.0005,fixed,0.006,True
799,0.75,"[30, 30, 30]",0.0005,fixed,0.006,False
800,0.85,"[60, 30]",0.005,linear_decay,0.06,False
801,0.7,"[60, 30]",0.0001,fixed,0.004,True
802,0.8,"[30, 30, 30]",0.005,linear_decay,0.06,False
803,0.85,"[30, 30, 30]",0.0005,linear_decay,0.1,False
804,0.85,"[60, 30]",0.005,linear_decay,0.05,False
805,0.75,"[30, 30, 30]",0.00025,fixed,0.004,True
806,0.85,"[30, 30, 30]",0.005,linear_decay,0.05,False
807,0.85,"[60, 30]",0.0005,fixed,0.004,False
808,0.8,"[30, 30, 30]",0.001,fixed,0.008,False
809,0.75,"[60, 30]",0.0005,fixed,0.008,True
810,0.85,"[60, 30]",0.001,fixed,0.008,False
811,0.75,"[60, 30]",0.005,linear_decay,0.1,False
812,0.8,"[60, 30]",0.005,linear_decay,0.08,True
813,0.75,"[30, 30, 30]",0.0001,linear_decay,0.1,True
814,0.8,"[30, 30, 30]",0.0005,fixed,0.004,True
815,0.8,"[30, 30, 30]",0.0001,fixed,0.002,True
816,0.85,"[60, 30]",0.0005,fixed,0.004,True
817,0.9,"[30, 30, 30]",0.001,fixed,0.004,False
818,0.9,"[30, 30, 30]",0.001,fixed,0.004,True
819,0.8,"[60, 30]",0.001,fixed,0.01,False
820,0.85,"[60, 30]",0.001,fixed,0.008,True
821,0.85,"[30, 30, 30]",0.0001,linear_decay,0.08,False
822,0.75,"[30, 30, 30]",0.00025,fixed,0.004,False
823,0.85,"[60, 30]",0.0001,fixed,0.002,True
824,0.7,"[60, 30]",0.0005,fixed,0.008,True
825,0.7,"[30, 30, 30]",0.005,linear_decay,0.1,False
826,0.75,"[60, 30]",0.0005,fixed,0.006,True
827,0.6,"[60, 30]",0.0005,linear_decay,0.12,True
828,0.8,"[30, 30, 30]",0.0005,fixed,0.004,False
829,0.85,"[60, 30]",0.005,linear_decay,0.06,True
830,0.65,"[60, 30]",0.005,linear_decay,0.12,False
831,0.75,"[30, 30, 30]",0.0001,fixed,0.002,True
832,0.8,"[60, 30]",5e-05,fixed,0.002,True
833,0.9,"[60, 30]",0.001,fixed,0.004,False
834,0.85,"[30, 30, 30]",0.00025,fixed,0.002,True
835,0.7,"[30, 30, 30]",0.0005,fixed,0.006,False
836,0.85,"[30, 30, 30]",0.005,linear_decay,0.05,True
837,0.75,"[60, 30]",0.00025,fixed,0.004,False
838,0.85,"[60, 30]",0.005,linear_decay,0.04,True
839,0.8,"[30, 30, 30]",0.001,fixed,0.008,True
840,0.75,"[30, 30, 30]",0.001,fixed,0.01,False
841,0.8,"[60, 30]",0.0001,linear_decay,0.12,False
842,0.8,"[30, 30, 30]",0.005,linear_decay,0.1,False
843,0.75,"[30, 30, 30]",0.0005,fixed,0.006,True
844,0.85,"[60, 30]",0.005,linear_decay,0.05,True
845,0.75,"[60, 30]",0.0005,fixed,0.006,False
846,0.85,"[60, 30]",0.005,linear_decay,0.04,False
847,0.85,"[30, 30, 30]",0.001,fixed,0.006,True
848,0.7,"[60, 30]",5e-05,fixed,0.004,True
849,0.7,"[60, 30]",0.0001,fixed,0.004,False
850,0.75,"[30, 30, 30]",0.001,fixed,0.008,True
851,0.85,"[60, 30]",0.005,linear_decay,0.08,False
852,0.8,"[60, 30]",0.005,linear_decay,0.1,True
853,0.75,"[60, 30]",0.005,linear_decay,0.08,False
854,0.8,"[30, 30, 30]",5e-05,fixed,0.002,True
855,0.85,"[30, 30, 30]",0.005,linear_decay,0.06,False
856,0.8,"[60, 30]",0.0001,fixed,0.002,True
857,0.7,"[60, 30]",0.005,linear_decay,0.1,True
858,0.8,"[60, 30]",0.005,linear_decay,0.06,True
859,0.8,"[30, 30, 30]",0.005,linear_decay,0.05,True
860,0.7,"[30, 30, 30]",0.005,linear_decay,0.12,False
861,0.7,"[60, 30]",0.0005,fixed,0.008,False
862,0.75,"[30, 30, 30]",0.005,linear_decay,0.08,True
863,0.75,"[30, 30, 30]",0.005,linear_decay,0.08,False
864,0.7,"[60, 30]",0.00025,fixed,0.004,False
865,0.75,"[30, 30, 30]",0.005,linear_decay,0.06,False
866,0.75,"[30, 30, 30]",5e-05,fixed,0.002,True
867,0.9,"[60, 30]",0.0005,fixed,0.002,True
868,0.85,"[30, 30, 30]",0.0001,linear_decay,0.12,False
869,0.85,"[60, 30]",0.001,fixed,0.006,False
870,0.85,"[30, 30, 30]",0.001,fixed,0.006,False
871,0.9,"[30, 30, 30]",0.0005,fixed,0.002,True
872,0.8,"[60, 30]",0.001,fixed,0.008,True
873,0.7,"[60, 30]",0.0005,fixed,0.006,False
874,0.8,"[60, 30]",0.001,fixed,0.008,False
875,0.7,"[60, 30]",0.005,linear_decay,0.1,False
876,0.7,"[30, 30, 30]",0.0005,fixed,0.006,True
877,0.7,"[60, 30]",0.00025,fixed,0.004,True
