,split0_val_mee,split1_val_mee,split2_val_mee,split3_val_mee,split4_val_mee,val_mee
0,1.5870929264617704,1.5261063659482557,1.2434159112257828,1.3482716235696337,1.3851177183945078,1.4180009091199899
