    ,activation_hidden ,activation_out ,batch_size ,hidden_layer_sizes ,lambd ,learning_rate_init ,weights_bound ,weights_dist
288 ,logistic          ,logistic       ,         8 ,[4]                ,    0 ,            0.0005 ,          0.7 ,uniform
289 ,tanh              ,logistic       ,        16 ,[4]                ,    0 ,            0.0001 ,              ,
290 ,tanh              ,logistic       ,        32 ,[4]                ,    0 ,            0.0005 ,          0.7 ,uniform
291 ,logistic          ,logistic       ,        32 ,[4]                ,    0 ,            0.001  ,          0.7 ,uniform
292 ,logistic          ,logistic       ,         1 ,[4]                ,    0 ,            0.0001 ,          0.1 ,uniform
293 ,logistic          ,logistic       ,         1 ,[4]                ,    0 ,            0.0001 ,          0.1 ,uniform
294 ,logistic          ,logistic       ,         8 ,[4]                ,    0 ,            0.0005 ,          0.7 ,uniform
295 ,logistic          ,logistic       ,        16 ,[4]                ,    0 ,            0.001  ,          0.7 ,uniform
296 ,tanh              ,logistic       ,         8 ,[4]                ,    0 ,            0.0001 ,          0.1 ,uniform
297 ,logistic          ,logistic       ,        16 ,[4]                ,    0 ,            0.0005 ,              ,
298 ,logistic          ,logistic       ,         1 ,[4]                ,    0 ,            0.0001 ,              ,
299 ,tanh              ,logistic       ,        32 ,[4]                ,    0 ,            0.0001 ,          0.7 ,uniform
300 ,logistic          ,logistic       ,        32 ,[4]                ,    0 ,            0.005  ,              ,
301 ,logistic          ,logistic       ,        16 ,[4]                ,    0 ,            0.0005 ,          0.7 ,uniform
302 ,logistic          ,logistic       ,         4 ,[4]                ,    0 ,            0.0005 ,              ,
303 ,tanh              ,logistic       ,        16 ,[4]                ,    0 ,            0.0005 ,          0.7 ,uniform
304 ,tanh              ,logistic       ,        32 ,[4]                ,    0 ,            0.0005 ,          0.1 ,uniform
305 ,tanh              ,logistic       ,        16 ,[4]                ,    0 ,            0.0001 ,              ,
306 ,tanh              ,logistic       ,        16 ,[4]                ,    0 ,            0.0001 ,          0.1 ,uniform
307 ,logistic          ,logistic       ,        32 ,[4]                ,    0 ,            0.0001 ,              ,
308 ,tanh              ,logistic       ,        16 ,[4]                ,    0 ,            0.0001 ,          0.7 ,uniform
309 ,logistic          ,logistic       ,         4 ,[4]                ,    0 ,            0.0005 ,              ,
310 ,tanh              ,logistic       ,         8 ,[4]                ,    0 ,            0.0001 ,          0.7 ,uniform
311 ,logistic          ,logistic       ,        16 ,[4]                ,    0 ,            0.0005 ,              ,
312 ,tanh              ,logistic       ,        32 ,[4]                ,    0 ,            0.0005 ,              ,
313 ,tanh              ,logistic       ,        32 ,[4]                ,    0 ,            0.0005 ,          0.7 ,uniform
314 ,tanh              ,logistic       ,        32 ,[4]                ,    0 ,            0.0001 ,          0.1 ,uniform
315 ,logistic          ,logistic       ,        16 ,[4]                ,    0 ,            0.001  ,          0.7 ,uniform
316 ,logistic          ,logistic       ,        16 ,[4]                ,    0 ,            0.001  ,              ,
317 ,logistic          ,logistic       ,         8 ,[4]                ,    0 ,            0.0005 ,          0.1 ,uniform
318 ,logistic          ,logistic       ,         8 ,[4]                ,    0 ,            0.0001 ,              ,
319 ,logistic          ,logistic       ,        32 ,[4]                ,    0 ,            0.001  ,          0.7 ,uniform
320 ,logistic          ,logistic       ,         8 ,[4]                ,    0 ,            0.001  ,              ,
321 ,logistic          ,logistic       ,        32 ,[4]                ,    0 ,            0.0001 ,          0.7 ,uniform
322 ,tanh              ,logistic       ,        32 ,[4]                ,    0 ,            0.0001 ,              ,
323 ,logistic          ,logistic       ,        16 ,[4]                ,    0 ,            0.0001 ,          0.7 ,uniform
324 ,logistic          ,logistic       ,        32 ,[4]                ,    0 ,            0.0001 ,              ,
325 ,logistic          ,logistic       ,        32 ,[4]                ,    0 ,            0.001  ,              ,
326 ,logistic          ,logistic       ,        16 ,[4]                ,    0 ,            0.0001 ,              ,
327 ,logistic          ,logistic       ,        16 ,[4]                ,    0 ,            0.0005 ,          0.7 ,uniform
328 ,tanh              ,logistic       ,        32 ,[4]                ,    0 ,            0.0001 ,          0.7 ,uniform
329 ,logistic          ,logistic       ,        32 ,[4]                ,    0 ,            0.0001 ,          0.7 ,uniform
330 ,logistic          ,logistic       ,        32 ,[4]                ,    0 ,            0.0005 ,              ,
331 ,logistic          ,logistic       ,         8 ,[4]                ,    0 ,            0.0001 ,              ,
332 ,logistic          ,logistic       ,        32 ,[4]                ,    0 ,            0.0005 ,          0.7 ,uniform
333 ,logistic          ,logistic       ,         8 ,[4]                ,    0 ,            0.0001 ,          0.7 ,uniform
334 ,logistic          ,logistic       ,        16 ,[4]                ,    0 ,            0.0005 ,          0.1 ,uniform
335 ,tanh              ,logistic       ,        16 ,[4]                ,    0 ,            0.0001 ,          0.7 ,uniform
336 ,logistic          ,logistic       ,        32 ,[4]                ,    0 ,            0.0005 ,              ,
337 ,logistic          ,logistic       ,        16 ,[4]                ,    0 ,            0.001  ,          0.1 ,uniform
338 ,logistic          ,logistic       ,        32 ,[4]                ,    0 ,            0.0001 ,          0.1 ,uniform
339 ,logistic          ,logistic       ,        16 ,[4]                ,    0 ,            0.0001 ,              ,
340 ,logistic          ,logistic       ,         8 ,[4]                ,    0 ,            0.0001 ,          0.1 ,uniform
341 ,logistic          ,logistic       ,         8 ,[4]                ,    0 ,            0.0001 ,          0.7 ,uniform
342 ,logistic          ,logistic       ,        16 ,[4]                ,    0 ,            0.0001 ,          0.1 ,uniform
343 ,logistic          ,logistic       ,        32 ,[4]                ,    0 ,            0.0005 ,          0.1 ,uniform
344 ,logistic          ,logistic       ,        32 ,[4]                ,    0 ,            0.0005 ,          0.1 ,uniform
345 ,logistic          ,logistic       ,        16 ,[4]                ,    0 ,            0.0001 ,          0.1 ,uniform
346 ,logistic          ,logistic       ,        32 ,[4]                ,    0 ,            0.005  ,          0.1 ,uniform
347 ,logistic          ,logistic       ,         8 ,[4]                ,    0 ,            0.0001 ,          0.1 ,uniform
348 ,logistic          ,logistic       ,         8 ,[4]                ,    0 ,            0.0005 ,          0.1 ,uniform
349 ,logistic          ,logistic       ,         4 ,[4]                ,    0 ,            0.0001 ,              ,
350 ,logistic          ,logistic       ,        32 ,[4]                ,    0 ,            0.0001 ,          0.1 ,uniform
351 ,logistic          ,logistic       ,        32 ,[4]                ,    0 ,            0.001  ,          0.1 ,uniform
352 ,logistic          ,logistic       ,        32 ,[4]                ,    0 ,            0.001  ,          0.1 ,uniform
353 ,logistic          ,logistic       ,         8 ,[4]                ,    0 ,            0.001  ,          0.1 ,uniform
354 ,logistic          ,logistic       ,        16 ,[4]                ,    0 ,            0.0005 ,          0.1 ,uniform
355 ,logistic          ,logistic       ,        32 ,[4]                ,    0 ,            0.0005 ,          0.7 ,uniform
356 ,logistic          ,logistic       ,         8 ,[4]                ,    0 ,            0.0005 ,              ,
357 ,tanh              ,logistic       ,        16 ,[4]                ,    0 ,            0.0001 ,          0.1 ,uniform
358 ,tanh              ,logistic       ,        32 ,[4]                ,    0 ,            0.001  ,          0.7 ,uniform
359 ,logistic          ,logistic       ,         8 ,[4]                ,    0 ,            0.001  ,              ,
360 ,logistic          ,logistic       ,        16 ,[4]                ,    0 ,            0.001  ,          0.1 ,uniform
361 ,logistic          ,logistic       ,         4 ,[4]                ,    0 ,            0.0001 ,              ,
362 ,tanh              ,logistic       ,        32 ,[4]                ,    0 ,            0.0001 ,              ,
363 ,logistic          ,logistic       ,        16 ,[4]                ,    0 ,            0.0001 ,          0.7 ,uniform
