,activation_hidden,alpha,batch_size,epochs,hidden_layer_sizes,lambd,learning_rate,learning_rate_init,nesterov,tau
329,logistic,0.85,128,500,"[30, 30]",0.00025,linear_decay,0.005,True,200
330,logistic,0.75,128,500,"[30, 30, 30]",0.001,linear_decay,0.01,True,200
331,logistic,0.8,128,500,"[60, 30]",0.0001,fixed,0.001,True,200
332,logistic,0.75,128,500,"[60, 30]",0.001,linear_decay,0.01,True,200
333,logistic,0.8,128,500,"[30, 30, 30]",0.0001,linear_decay,0.005,True,200
334,logistic,0.85,128,500,"[30, 30]",0.0001,linear_decay,0.1,False,500
335,logistic,0.75,128,500,"[60, 30]",0.001,linear_decay,0.01,False,200
336,logistic,0.8,128,500,"[30, 30, 30]",0.00025,linear_decay,0.005,False,200
337,logistic,0.9,128,500,"[60, 30]",0.0005,fixed,0.001,True,200
338,logistic,0.9,128,500,"[60, 30]",0.0005,fixed,0.001,False,200
339,logistic,0.8,128,500,"[30, 60]",0.001,linear_decay,0.01,True,200
340,logistic,0.75,128,500,"[30, 30, 30]",0.0001,fixed,0.001,True,200
341,logistic,0.9,128,500,"[30, 30]",0.0005,fixed,0.001,True,200
342,logistic,0.8,128,500,"[30, 30, 30]",0.001,linear_decay,0.005,False,500
343,logistic,0.9,128,500,"[30, 30]",0.0005,fixed,0.001,False,200
344,logistic,0.75,128,500,"[30, 30]",0.0005,linear_decay,0.005,True,500
345,logistic,0.85,128,500,"[30, 30]",0.0001,fixed,0.001,True,200
346,logistic,0.8,128,500,"[30, 60]",0.00025,linear_decay,0.005,True,200
347,logistic,0.75,128,500,"[30, 60]",0.0005,linear_decay,0.01,True,200
348,logistic,0.8,128,500,"[60, 30]",0.0001,linear_decay,0.1,True,500
349,logistic,0.75,128,500,"[30, 60]",0.0005,linear_decay,0.01,False,200
350,logistic,0.8,128,500,"[60, 30]",0.001,linear_decay,0.005,False,500
351,logistic,0.8,128,500,"[30, 30]",0.001,linear_decay,0.01,True,200
352,logistic,0.8,128,500,"[30, 30]",0.00025,linear_decay,0.005,False,200
353,logistic,0.8,128,500,"[30, 30, 30]",0.001,linear_decay,0.005,True,500
354,logistic,0.8,128,500,"[60, 30]",0.0005,linear_decay,0.005,False,200
355,logistic,0.75,128,500,"[30, 30]",0.0001,linear_decay,0.005,True,200
356,logistic,0.75,128,500,"[60, 30]",0.0001,fixed,0.001,True,200
357,logistic,0.75,128,500,"[60, 30]",0.0001,fixed,0.001,False,200
358,logistic,0.75,128,500,"[30, 30]",0.001,linear_decay,0.01,True,200
359,logistic,0.8,128,500,"[30, 30, 30]",0.00025,fixed,0.001,False,200
360,logistic,0.75,128,500,"[30, 30, 30]",0.00025,linear_decay,0.005,False,200
361,logistic,0.8,128,500,"[30, 60]",0.0001,linear_decay,0.005,True,200
362,logistic,0.75,128,500,"[60, 30]",0.00025,linear_decay,0.005,False,200
363,logistic,0.8,128,500,"[30, 30, 30]",0.001,linear_decay,0.1,True,200
364,logistic,0.75,128,500,"[30, 30]",0.0001,linear_decay,0.005,False,200
365,logistic,0.8,128,500,"[60, 30]",0.0005,linear_decay,0.005,True,200
366,logistic,0.8,128,500,"[60, 30]",0.00025,fixed,0.001,True,200
367,logistic,0.85,128,500,"[30, 30]",0.00025,fixed,0.001,True,200
368,logistic,0.8,128,500,"[60, 30]",0.001,linear_decay,0.005,True,500
369,logistic,0.8,128,500,"[30, 30]",0.0001,fixed,0.001,True,200
370,logistic,0.75,128,500,"[60, 30]",0.00025,linear_decay,0.005,True,200
371,logistic,0.8,128,500,"[30, 60]",0.001,linear_decay,0.01,False,200
372,logistic,0.8,128,500,"[30, 30]",0.001,linear_decay,0.2,False,500
373,logistic,0.85,128,500,"[30, 60]",0.0001,fixed,0.001,False,200
374,logistic,0.9,128,500,"[60, 30]",0.00025,fixed,0.0005,False,200
375,logistic,0.75,128,500,"[30, 60]",0.0005,linear_decay,0.005,False,500
376,logistic,0.8,128,500,"[30, 30]",0.001,linear_decay,0.005,False,500
377,logistic,0.75,128,500,"[30, 30]",0.001,linear_decay,0.01,False,200
378,logistic,0.85,128,500,"[30, 30]",0.00025,fixed,0.001,False,200
379,logistic,0.8,128,500,"[30, 30, 30]",0.0005,linear_decay,0.005,True,200
380,logistic,0.8,128,500,"[60, 30]",0.00025,fixed,0.001,False,200
381,logistic,0.9,128,500,"[30, 30, 30]",0.00025,fixed,0.0005,False,200
382,logistic,0.8,128,500,"[30, 30, 30]",0.0005,linear_decay,0.005,False,200
383,logistic,0.8,128,500,"[30, 60]",0.0001,linear_decay,0.005,False,200
384,logistic,0.75,128,500,"[30, 60]",0.0005,linear_decay,0.005,True,500
385,logistic,0.75,128,500,"[30, 60]",0.0005,linear_decay,0.1,True,200
386,logistic,0.9,128,500,"[30, 60]",0.0005,fixed,0.001,False,200
387,logistic,0.9,128,500,"[60, 30]",0.00025,fixed,0.0005,True,200
388,logistic,0.9,128,500,"[30, 60]",0.0001,fixed,0.0005,False,200
389,logistic,0.8,128,500,"[30, 30]",0.00025,fixed,0.001,False,200
390,logistic,0.8,128,500,"[30, 30]",0.00025,linear_decay,0.005,True,200
391,logistic,0.85,128,500,"[60, 30]",0.0001,fixed,0.0005,True,200
392,logistic,0.85,128,500,"[30, 60]",0.0001,fixed,0.001,True,200
393,logistic,0.8,128,500,"[30, 30, 30]",0.00025,fixed,0.001,True,200
394,logistic,0.9,128,500,"[30, 30, 30]",0.00025,fixed,0.0005,True,200
395,logistic,0.8,128,500,"[30, 60]",0.0001,fixed,0.001,True,200
396,logistic,0.9,128,500,"[30, 30]",0.0001,fixed,0.0005,True,200
397,logistic,0.8,128,500,"[30, 60]",0.0001,fixed,0.001,False,200
398,logistic,0.9,128,500,"[30, 30]",0.00025,fixed,0.0005,True,200
399,logistic,0.75,128,500,"[60, 30]",0.001,linear_decay,0.005,False,500
400,logistic,0.75,128,500,"[30, 60]",0.0001,linear_decay,0.005,True,200
401,logistic,0.8,128,500,"[30, 60]",0.001,linear_decay,0.005,True,500
402,logistic,0.8,128,500,"[30, 60]",0.0005,linear_decay,0.005,True,200
403,logistic,0.75,128,500,"[30, 30, 30]",0.0005,linear_decay,0.005,True,200
404,logistic,0.75,128,500,"[30, 30]",0.00025,linear_decay,0.005,False,200
405,logistic,0.75,128,500,"[30, 30, 30]",0.001,linear_decay,0.005,True,500
406,logistic,0.8,128,500,"[30, 30]",0.001,linear_decay,0.005,True,500
407,logistic,0.75,128,500,"[60, 30]",0.0005,linear_decay,0.005,True,200
408,logistic,0.75,128,500,"[30, 30]",0.00025,linear_decay,0.005,True,200
409,logistic,0.75,128,500,"[30, 30]",0.0001,fixed,0.001,False,200
410,logistic,0.75,128,500,"[60, 30]",0.0005,linear_decay,0.005,False,200
411,logistic,0.9,128,500,"[30, 30]",0.0001,fixed,0.0005,False,200
412,logistic,0.8,128,500,"[30, 30, 30]",0.001,linear_decay,0.005,True,200
413,logistic,0.8,128,500,"[60, 30]",0.001,linear_decay,0.005,True,200
414,logistic,0.75,128,500,"[60, 30]",0.001,linear_decay,0.005,True,500
415,logistic,0.75,128,500,"[30, 30, 30]",0.00025,linear_decay,0.005,True,200
416,logistic,0.9,128,500,"[30, 60]",0.0005,fixed,0.001,True,200
417,logistic,0.85,128,500,"[30, 30]",0.00025,linear_decay,0.2,False,200
418,logistic,0.75,128,500,"[30, 30, 30]",0.001,linear_decay,0.005,False,500
419,logistic,0.85,128,500,"[30, 60]",0.00025,fixed,0.001,False,200
420,logistic,0.75,128,500,"[30, 60]",0.0001,linear_decay,0.005,False,200
421,logistic,0.8,128,500,"[30, 60]",0.001,linear_decay,0.005,False,500
422,logistic,0.85,128,500,"[30, 60]",0.00025,fixed,0.001,True,200
423,logistic,0.85,128,500,"[30, 30, 30]",0.0001,fixed,0.0005,True,200
424,logistic,0.8,128,500,"[30, 60]",0.0005,linear_decay,0.005,False,200
425,logistic,0.85,128,500,"[30, 30, 30]",0.0005,fixed,0.001,True,200
426,logistic,0.9,128,500,"[30, 60]",0.0001,fixed,0.0005,True,200
427,logistic,0.75,128,500,"[30, 60]",0.001,linear_decay,0.01,True,200
428,logistic,0.75,128,500,"[30, 30]",0.0001,fixed,0.001,True,200
429,logistic,0.85,128,500,"[30, 30, 30]",0.0001,fixed,0.0005,False,200
430,logistic,0.85,128,500,"[30, 30, 30]",0.0005,fixed,0.001,False,200
431,logistic,0.8,128,500,"[30, 60]",0.00025,linear_decay,0.005,False,200
432,logistic,0.85,128,500,"[60, 30]",0.0001,fixed,0.0005,False,200
433,logistic,0.75,128,500,"[30, 30, 30]",0.0005,linear_decay,0.005,False,200
434,logistic,0.8,128,500,"[30, 30]",0.0001,fixed,0.001,False,200
435,logistic,0.8,128,500,"[30, 30]",0.0005,linear_decay,0.005,False,200
436,logistic,0.8,128,500,"[60, 30]",0.001,linear_decay,0.005,False,200
437,logistic,0.75,128,500,"[30, 30]",0.001,linear_decay,0.005,False,500
438,logistic,0.75,128,500,"[60, 30]",0.00025,fixed,0.001,False,200
439,logistic,0.75,128,500,"[30, 30, 30]",0.00025,fixed,0.001,False,200
440,logistic,0.85,128,500,"[60, 30]",0.0005,fixed,0.001,False,200
441,logistic,0.75,128,500,"[30, 30]",0.001,linear_decay,0.005,True,500
442,logistic,0.75,128,500,"[30, 30]",0.0005,linear_decay,0.005,True,200
443,logistic,0.75,128,500,"[30, 60]",0.001,linear_decay,0.01,False,200
444,logistic,0.8,128,500,"[30, 30]",0.0005,linear_decay,0.005,True,200
445,logistic,0.9,128,500,"[30, 30]",0.00025,fixed,0.0005,False,200
446,logistic,0.85,128,500,"[60, 30]",0.0005,fixed,0.001,True,200
447,logistic,0.85,128,500,"[30, 30]",0.0001,fixed,0.0005,True,200
448,logistic,0.75,128,500,"[30, 60]",0.00025,linear_decay,0.005,True,200
449,logistic,0.85,128,500,"[30, 30]",0.0005,fixed,0.001,False,200
450,logistic,0.75,128,500,"[30, 30, 30]",0.00025,fixed,0.001,True,200
451,logistic,0.75,128,500,"[30, 60]",0.001,linear_decay,0.005,True,500
452,logistic,0.75,128,500,"[60, 30]",0.00025,fixed,0.001,True,200
453,logistic,0.9,128,500,"[30, 60]",0.00025,fixed,0.0005,False,200
454,logistic,0.85,128,500,"[30, 30]",0.0005,fixed,0.001,True,200
455,logistic,0.8,128,500,"[30, 60]",0.00025,fixed,0.001,False,200
456,logistic,0.85,128,500,"[30, 30, 30]",0.00025,fixed,0.0005,True,200
457,logistic,0.85,128,500,"[30, 30, 30]",0.00025,fixed,0.0005,False,200
458,logistic,0.85,128,500,"[30, 60]",0.0005,fixed,0.001,True,200
459,logistic,0.75,128,500,"[30, 30]",0.0005,linear_decay,0.005,False,200
460,logistic,0.75,128,500,"[30, 60]",0.0001,fixed,0.001,False,200
461,logistic,0.8,128,500,"[30, 30]",0.00025,fixed,0.001,True,200
462,logistic,0.8,128,500,"[30, 30, 30]",0.0005,linear_decay,0.1,False,500
463,logistic,0.75,128,500,"[60, 30]",0.001,linear_decay,0.005,True,200
464,logistic,0.75,128,500,"[30, 60]",0.0005,linear_decay,0.005,True,200
465,logistic,0.8,128,500,"[30, 30]",0.001,linear_decay,0.005,True,200
466,logistic,0.75,128,500,"[30, 30]",0.0001,linear_decay,0.2,False,500
467,logistic,0.8,128,500,"[30, 60]",0.001,linear_decay,0.005,True,200
468,logistic,0.8,128,500,"[60, 30]",0.0001,fixed,0.0005,True,200
469,logistic,0.85,128,500,"[60, 30]",0.00025,fixed,0.0005,False,200
470,logistic,0.9,128,500,"[30, 30, 30]",0.001,fixed,0.001,False,200
471,logistic,0.75,128,500,"[60, 30]",0.001,linear_decay,0.005,False,200
472,logistic,0.9,128,500,"[30, 30]",0.001,fixed,0.001,True,200
473,logistic,0.9,128,500,"[30, 60]",0.00025,fixed,0.0005,True,200
474,logistic,0.75,128,500,"[30, 60]",0.001,linear_decay,0.005,False,500
475,logistic,0.75,128,500,"[30, 30]",0.00025,fixed,0.001,False,200
476,logistic,0.9,128,500,"[30, 30, 30]",0.001,fixed,0.001,True,200
477,logistic,0.8,128,500,"[30, 60]",0.00025,fixed,0.001,True,200
478,logistic,0.85,128,500,"[30, 60]",0.0005,fixed,0.001,False,200
479,logistic,0.9,128,500,"[30, 30, 30]",0.0005,fixed,0.0005,True,200
480,logistic,0.8,128,500,"[60, 30]",0.0005,fixed,0.001,False,200
481,logistic,0.8,128,500,"[30, 30]",0.001,linear_decay,0.005,False,200
482,logistic,0.8,128,500,"[30, 30, 30]",0.0005,fixed,0.001,True,200
483,logistic,0.8,128,500,"[60, 30]",0.001,linear_decay,0.1,True,500
484,logistic,0.8,128,500,"[30, 30, 30]",0.0005,fixed,0.001,False,200
485,logistic,0.8,128,500,"[30, 30, 30]",0.001,linear_decay,0.005,False,200
486,logistic,0.75,128,500,"[30, 60]",0.0005,linear_decay,0.005,False,200
487,logistic,0.8,128,500,"[60, 30]",0.0005,fixed,0.001,True,200
488,logistic,0.75,128,500,"[30, 60]",0.00025,linear_decay,0.005,False,200
489,logistic,0.9,128,500,"[60, 30]",0.0005,fixed,0.0005,True,200
490,logistic,0.75,128,500,"[30, 30, 30]",0.001,linear_decay,0.005,True,200
491,logistic,0.8,128,500,"[30, 60]",0.001,linear_decay,0.005,False,200
492,logistic,0.8,128,500,"[30, 30, 30]",0.0001,fixed,0.0005,True,200
493,logistic,0.75,128,500,"[30, 30]",0.00025,fixed,0.001,True,200
494,logistic,0.9,128,500,"[30, 30]",0.0005,fixed,0.0005,False,200
495,logistic,0.85,128,500,"[30, 30]",0.0001,linear_decay,0.1,True,500
496,logistic,0.85,128,500,"[60, 30]",0.00025,fixed,0.0005,True,200
497,logistic,0.75,128,500,"[30, 60]",0.0001,fixed,0.001,True,200
498,logistic,0.85,128,500,"[30, 60]",0.00025,fixed,0.0005,False,200
499,logistic,0.8,128,500,"[60, 30]",0.0001,fixed,0.0005,False,200
500,logistic,0.8,128,500,"[30, 30]",0.0005,fixed,0.001,False,200
501,logistic,0.9,128,500,"[60, 30]",0.0005,fixed,0.0005,False,200
502,logistic,0.9,128,500,"[30, 30, 30]",0.0005,fixed,0.0005,False,200
503,logistic,0.85,128,500,"[30, 30]",0.0001,fixed,0.0005,False,200
504,logistic,0.75,128,500,"[30, 60]",0.00025,fixed,0.001,False,200
505,logistic,0.9,128,500,"[30, 30]",0.0005,fixed,0.0005,True,200
506,logistic,0.75,128,500,"[30, 60]",0.00025,fixed,0.001,True,200
507,logistic,0.85,128,500,"[30, 60]",0.0001,fixed,0.0005,False,200
508,logistic,0.85,128,500,"[30, 30]",0.00025,fixed,0.0005,False,200
509,logistic,0.9,128,500,"[30, 30]",0.001,fixed,0.001,False,200
510,logistic,0.9,128,500,"[60, 30]",0.001,fixed,0.001,True,200
511,logistic,0.85,128,500,"[30, 60]",0.0001,fixed,0.0005,True,200
512,logistic,0.8,128,500,"[30, 30]",0.0005,fixed,0.001,True,200
513,logistic,0.9,128,500,"[60, 30]",0.001,fixed,0.001,False,200
514,logistic,0.8,128,500,"[60, 30]",0.00025,fixed,0.0005,False,200
515,logistic,0.8,128,500,"[30, 60]",0.0005,fixed,0.001,False,200
516,logistic,0.9,128,500,"[30, 60]",0.001,fixed,0.001,False,200
517,logistic,0.8,128,500,"[30, 30]",0.0001,fixed,0.0005,False,200
518,logistic,0.75,128,500,"[30, 30]",0.001,linear_decay,0.005,True,200
519,logistic,0.75,128,500,"[30, 30, 30]",0.001,linear_decay,0.005,False,200
520,logistic,0.8,128,500,"[60, 30]",0.00025,fixed,0.0005,True,200
521,logistic,0.8,128,500,"[30, 60]",0.0001,fixed,0.0005,False,200
522,logistic,0.9,128,500,"[30, 60]",0.0005,fixed,0.0005,False,200
523,logistic,0.9,128,500,"[30, 60]",0.0005,fixed,0.0005,True,200
524,logistic,0.85,128,500,"[30, 60]",0.00025,fixed,0.0005,True,200
525,logistic,0.75,128,500,"[30, 30, 30]",0.0005,fixed,0.001,False,200
526,logistic,0.9,128,500,"[30, 60]",0.001,fixed,0.001,True,200
527,logistic,0.8,128,500,"[30, 60]",0.0005,fixed,0.001,True,200
528,logistic,0.75,128,500,"[30, 30]",0.001,linear_decay,0.005,False,200
529,logistic,0.8,128,500,"[30, 30, 30]",0.0001,fixed,0.0005,False,200
530,logistic,0.75,128,500,"[30, 30]",0.0005,fixed,0.001,True,200
531,logistic,0.75,128,500,"[60, 30]",0.0001,fixed,0.0005,False,200
532,logistic,0.85,128,500,"[30, 30]",0.00025,fixed,0.0005,True,200
533,logistic,0.75,128,500,"[30, 30, 30]",0.0005,fixed,0.001,True,200
534,logistic,0.75,128,500,"[30, 30]",0.0005,fixed,0.001,False,200
535,logistic,0.75,128,500,"[60, 30]",0.0005,fixed,0.001,True,200
536,logistic,0.75,128,500,"[30, 60]",0.001,linear_decay,0.005,False,200
537,logistic,0.75,128,500,"[30, 30, 30]",0.0001,fixed,0.0005,True,200
538,logistic,0.8,128,500,"[30, 30]",0.0001,fixed,0.0005,True,200
539,logistic,0.75,128,500,"[60, 30]",0.0005,fixed,0.001,False,200
540,logistic,0.8,128,500,"[30, 30, 30]",0.00025,fixed,0.0005,False,200
541,logistic,0.75,128,500,"[30, 60]",0.001,linear_decay,0.005,True,200
542,logistic,0.75,128,500,"[60, 30]",0.0001,fixed,0.0005,True,200
543,logistic,0.8,128,500,"[30, 30]",0.00025,fixed,0.0005,False,200
544,logistic,0.75,128,500,"[30, 60]",0.0005,fixed,0.001,True,200
545,logistic,0.85,128,500,"[30, 30]",0.001,fixed,0.001,False,200
546,logistic,0.85,128,500,"[60, 30]",0.0005,fixed,0.0005,False,200
547,logistic,0.8,128,500,"[30, 30, 30]",0.00025,fixed,0.0005,True,200
548,logistic,0.85,128,500,"[30, 30]",0.0005,fixed,0.0005,True,200
549,logistic,0.8,128,500,"[30, 30]",0.00025,fixed,0.0005,True,200
550,logistic,0.8,128,500,"[30, 60]",0.0001,fixed,0.0005,True,200
551,logistic,0.85,128,500,"[60, 30]",0.0005,fixed,0.0005,True,200
552,logistic,0.85,128,500,"[60, 30]",0.001,fixed,0.001,True,200
553,logistic,0.75,128,500,"[30, 60]",0.0005,fixed,0.001,False,200
554,logistic,0.85,128,500,"[30, 30]",0.001,fixed,0.001,True,200
555,logistic,0.85,128,500,"[30, 30, 30]",0.0005,fixed,0.0005,False,200
556,logistic,0.85,128,500,"[30, 30]",0.0005,fixed,0.0005,False,200
557,logistic,0.8,128,500,"[30, 60]",0.00025,fixed,0.0005,True,200
558,logistic,0.85,128,500,"[30, 30, 30]",0.001,fixed,0.001,False,200
559,logistic,0.85,128,500,"[30, 30, 30]",0.001,fixed,0.001,True,200
560,logistic,0.85,128,500,"[30, 30, 30]",0.0005,fixed,0.0005,True,200
561,logistic,0.85,128,500,"[30, 60]",0.001,fixed,0.001,False,200
562,logistic,0.8,128,500,"[30, 60]",0.00025,fixed,0.0005,False,200
563,logistic,0.75,128,500,"[60, 30]",0.00025,fixed,0.0005,False,200
564,logistic,0.85,128,500,"[60, 30]",0.001,fixed,0.001,False,200
565,logistic,0.75,128,500,"[30, 30]",0.0001,fixed,0.0005,False,200
566,logistic,0.85,128,500,"[30, 60]",0.001,fixed,0.001,True,200
567,logistic,0.8,128,500,"[30, 30]",0.0005,linear_decay,0.2,False,200
568,logistic,0.75,128,500,"[60, 30]",0.00025,fixed,0.0005,True,200
569,logistic,0.75,128,500,"[30, 60]",0.0001,fixed,0.0005,True,200
570,logistic,0.75,128,500,"[30, 30]",0.0001,fixed,0.0005,True,200
571,logistic,0.85,128,500,"[30, 60]",0.0005,fixed,0.0005,False,200
572,logistic,0.75,128,500,"[30, 30, 30]",0.0001,fixed,0.0005,False,200
573,logistic,0.75,128,500,"[30, 30]",0.00025,linear_decay,0.2,False,500
574,logistic,0.75,128,500,"[30, 60]",0.0001,fixed,0.0005,False,200
575,logistic,0.85,128,500,"[30, 60]",0.0005,fixed,0.0005,True,200
576,logistic,0.8,128,500,"[60, 30]",0.00025,linear_decay,0.1,True,500
577,logistic,0.9,128,500,"[30, 30]",0.001,fixed,0.0005,True,200
578,logistic,0.9,128,500,"[60, 30]",0.001,fixed,0.0005,True,200
579,logistic,0.8,128,500,"[60, 30]",0.001,fixed,0.001,False,200
580,logistic,0.75,128,500,"[30, 30, 30]",0.00025,fixed,0.0005,False,200
581,logistic,0.75,128,500,"[30, 30]",0.00025,fixed,0.0005,True,200
582,logistic,0.8,128,500,"[30, 30]",0.001,fixed,0.001,False,200
583,logistic,0.9,128,500,"[30, 30]",0.001,fixed,0.0005,False,200
584,logistic,0.8,128,500,"[60, 30]",0.0005,fixed,0.0005,False,200
585,logistic,0.75,128,500,"[30, 30]",0.00025,fixed,0.0005,False,200
586,logistic,0.9,128,500,"[60, 30]",0.001,fixed,0.0005,False,200
587,logistic,0.8,128,500,"[60, 30]",0.0005,fixed,0.0005,True,200
588,logistic,0.8,128,500,"[30, 30, 30]",0.001,fixed,0.001,True,200
589,logistic,0.8,128,500,"[30, 30]",0.001,fixed,0.001,True,200
590,logistic,0.8,128,500,"[30, 30]",0.0005,fixed,0.0005,False,200
591,logistic,0.75,128,500,"[30, 60]",0.00025,fixed,0.0005,True,200
592,logistic,0.9,128,500,"[30, 30, 30]",0.001,fixed,0.0005,True,200
593,logistic,0.9,128,500,"[30, 30, 30]",0.001,fixed,0.0005,False,200
594,logistic,0.9,128,500,"[30, 60]",0.001,fixed,0.0005,False,200
595,logistic,0.75,128,500,"[30, 60]",0.00025,fixed,0.0005,False,200
596,logistic,0.8,128,500,"[60, 30]",0.001,fixed,0.001,True,200
597,logistic,0.9,128,500,"[30, 60]",0.001,fixed,0.0005,True,200
598,logistic,0.8,128,500,"[30, 30, 30]",0.001,fixed,0.001,False,200
599,logistic,0.8,128,500,"[30, 60]",0.001,fixed,0.001,False,200
600,logistic,0.8,128,500,"[30, 30]",0.0005,fixed,0.0005,True,200
601,logistic,0.8,128,500,"[30, 60]",0.001,fixed,0.001,True,200
602,logistic,0.8,128,500,"[30, 30, 30]",0.0005,fixed,0.0005,False,200
603,logistic,0.8,128,500,"[30, 60]",0.0005,fixed,0.0005,True,200
604,logistic,0.8,128,500,"[30, 30]",0.00025,linear_decay,0.2,False,500
605,logistic,0.8,128,500,"[30, 60]",0.0005,fixed,0.0005,False,200
606,logistic,0.75,128,500,"[30, 60]",0.001,fixed,0.001,False,200
607,logistic,0.75,128,500,"[60, 30]",0.001,fixed,0.001,True,200
608,logistic,0.75,128,500,"[60, 30]",0.001,fixed,0.001,False,200
609,logistic,0.75,128,500,"[60, 30]",0.0005,fixed,0.0005,True,200
610,logistic,0.75,128,500,"[60, 30]",0.0005,fixed,0.0005,False,200
611,logistic,0.75,128,500,"[30, 30]",0.001,fixed,0.001,True,200
612,logistic,0.75,128,500,"[30, 30, 30]",0.00025,fixed,0.0005,True,200
613,logistic,0.8,128,500,"[30, 60]",0.00025,linear_decay,0.1,True,200
614,logistic,0.75,128,500,"[30, 30]",0.001,fixed,0.001,False,200
615,logistic,0.75,128,500,"[30, 30]",0.0005,fixed,0.0005,True,200
616,logistic,0.75,128,500,"[30, 60]",0.001,fixed,0.001,True,200
617,logistic,0.75,128,500,"[30, 30]",0.0005,linear_decay,0.2,False,200
618,logistic,0.9,128,500,"[60, 30]",0.0001,fixed,0.0001,True,200
619,logistic,0.8,128,500,"[30, 30, 30]",0.0005,fixed,0.0005,True,200
620,logistic,0.75,128,500,"[30, 30, 30]",0.001,fixed,0.001,True,200
621,logistic,0.75,128,500,"[30, 30]",0.0005,fixed,0.0005,False,200
622,logistic,0.75,128,500,"[30, 30, 30]",0.001,fixed,0.001,False,200
623,logistic,0.85,128,500,"[60, 30]",0.001,fixed,0.0005,False,200
624,logistic,0.75,128,500,"[30, 60]",0.0005,fixed,0.0005,True,200
625,logistic,0.85,128,500,"[30, 30]",0.001,fixed,0.0005,True,200
626,logistic,0.9,128,500,"[60, 30]",0.0001,fixed,0.0001,False,200
627,logistic,0.75,128,500,"[30, 30]",0.0005,linear_decay,0.2,False,500
628,logistic,0.75,128,500,"[30, 60]",0.0005,fixed,0.0005,False,200
629,logistic,0.85,128,500,"[30, 30]",0.001,fixed,0.0005,False,200
630,logistic,0.85,128,500,"[60, 30]",0.001,fixed,0.0005,True,200
631,logistic,0.9,128,500,"[60, 30]",0.00025,fixed,0.0001,True,200
632,logistic,0.9,128,500,"[30, 60]",0.0001,fixed,0.0001,True,200
633,logistic,0.75,128,500,"[30, 30, 30]",0.0005,fixed,0.0005,True,200
634,logistic,0.85,128,500,"[30, 60]",0.001,fixed,0.0005,True,200
635,logistic,0.85,128,500,"[30, 60]",0.001,fixed,0.0005,False,200
636,logistic,0.9,128,500,"[30, 30]",0.0001,fixed,0.0001,False,200
637,logistic,0.85,128,500,"[30, 30, 30]",0.001,fixed,0.0005,False,200
638,logistic,0.8,128,500,"[60, 30]",0.001,linear_decay,0.2,False,200
639,logistic,0.75,128,500,"[30, 30, 30]",0.0005,fixed,0.0005,False,200
640,logistic,0.9,128,500,"[30, 60]",0.0001,fixed,0.0001,False,200
641,logistic,0.85,128,500,"[30, 30, 30]",0.001,fixed,0.0005,True,200
642,logistic,0.75,128,500,"[30, 30, 30]",0.00025,linear_decay,0.2,False,500
643,logistic,0.8,128,500,"[60, 30]",0.001,fixed,0.0005,False,200
644,logistic,0.8,128,500,"[30, 30]",0.0001,linear_decay,0.1,True,200
645,logistic,0.8,128,500,"[30, 60]",0.001,linear_decay,0.1,True,200
646,logistic,0.9,128,500,"[30, 60]",0.00025,fixed,0.0001,False,200
647,logistic,0.9,128,500,"[30, 30]",0.0001,fixed,0.0001,True,200
648,logistic,0.8,128,500,"[60, 30]",0.001,fixed,0.0005,True,200
649,logistic,0.9,128,500,"[30, 60]",0.00025,fixed,0.0001,True,200
650,logistic,0.8,128,500,"[30, 60]",0.001,fixed,0.0005,False,200
651,logistic,0.75,128,500,"[30, 30]",0.0001,linear_decay,0.1,True,200
652,logistic,0.9,128,500,"[60, 30]",0.00025,fixed,0.0001,False,200
653,logistic,0.8,128,500,"[30, 60]",0.0001,linear_decay,0.1,True,200
654,logistic,0.8,128,500,"[30, 30]",0.001,fixed,0.0005,True,200
655,logistic,0.8,128,500,"[30, 60]",0.001,fixed,0.0005,True,200
656,logistic,0.8,128,500,"[30, 30]",0.001,fixed,0.0005,False,200
657,logistic,0.75,128,500,"[30, 60]",0.0001,linear_decay,0.1,True,200
658,logistic,0.85,128,500,"[60, 30]",0.0001,fixed,0.0001,True,200
659,logistic,0.9,128,500,"[30, 30]",0.00025,fixed,0.0001,False,200
660,logistic,0.9,128,500,"[30, 30]",0.00025,fixed,0.0001,True,200
661,logistic,0.8,128,500,"[60, 30]",0.00025,linear_decay,0.2,False,200
662,logistic,0.8,128,500,"[30, 30, 30]",0.001,fixed,0.0005,True,200
663,logistic,0.85,128,500,"[30, 60]",0.0001,fixed,0.0001,False,200
664,logistic,0.8,128,500,"[30, 30, 30]",0.001,linear_decay,0.1,True,500
665,logistic,0.75,128,500,"[60, 30]",0.001,fixed,0.0005,False,200
666,logistic,0.75,128,500,"[30, 60]",0.00025,linear_decay,0.1,True,500
667,logistic,0.75,128,500,"[60, 30]",0.001,fixed,0.0005,True,200
668,logistic,0.9,128,500,"[30, 30, 30]",0.0001,fixed,0.0001,True,200
669,logistic,0.75,128,500,"[30, 60]",0.001,linear_decay,0.1,True,500
670,logistic,0.8,128,500,"[60, 30]",0.0005,linear_decay,0.2,False,200
671,logistic,0.75,128,500,"[30, 60]",0.001,fixed,0.0005,True,200
672,logistic,0.8,128,500,"[30, 30, 30]",0.001,fixed,0.0005,False,200
673,logistic,0.75,128,500,"[30, 30]",0.001,fixed,0.0005,True,200
