     ,activation_hidden ,activation_out ,alpha ,batch_size ,epochs ,hidden_layer_sizes ,lambd  ,learning_rate ,learning_rate_init ,nesterov
1076 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
1077 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0005 ,False
1078 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
1079 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1080 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
1081 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1082 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
1083 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.0005 ,False
1084 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,False
1085 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0005 ,False
1086 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
1087 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
1088 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,True
1089 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.0005 ,False
1090 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
1091 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1092 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
1093 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
1094 ,tanh              ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.0005 ,False
1095 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
1096 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
1097 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
1098 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
1099 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
1100 ,tanh              ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,False
1101 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
1102 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
1103 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,False
1104 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
1105 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
1106 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
1107 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,False
1108 ,logistic          ,identity       ,  0.5 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,True
1109 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
1110 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
1111 ,logistic          ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
1112 ,tanh              ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.0005 ,False
1113 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
1114 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
1115 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.0005 ,False
1116 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,True
1117 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
1118 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,False
1119 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
1120 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,True
1121 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
1122 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
1123 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,True
1124 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
1125 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
1126 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,True
1127 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
1128 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,True
1129 ,logistic          ,identity       ,  0.5 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,True
1130 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,False
1131 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1132 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.0005 ,False
1133 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.0005 ,False
1134 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
1135 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
1136 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
1137 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
1138 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1139 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,False
1140 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,False
1141 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,False
1142 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
1143 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
1144 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
1145 ,logistic          ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,True
1146 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
1147 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
1148 ,tanh              ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,False
1149 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1150 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
1151 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
1152 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,True
1153 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
1154 ,tanh              ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,True
1155 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
1156 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
1157 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,True
1158 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
1159 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
1160 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1161 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
1162 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
1163 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,True
1164 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
1165 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
1166 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
1167 ,logistic          ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,True
1168 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
1169 ,logistic          ,identity       ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,False
1170 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,True
1171 ,logistic          ,identity       ,  0.8 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
1172 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
1173 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
1174 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
1175 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,False
1176 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
1177 ,logistic          ,identity       ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
1178 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
1179 ,logistic          ,identity       ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
1180 ,tanh              ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
1181 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,True
1182 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
1183 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
1184 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
1185 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
1186 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
1187 ,logistic          ,identity       ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
1188 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,True
1189 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.0005 ,False
1190 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
1191 ,logistic          ,identity       ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
1192 ,tanh              ,identity       ,  0.5 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
1193 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,True
1194 ,logistic          ,identity       ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
1195 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
1196 ,tanh              ,identity       ,  0.8 ,      64.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,False
1197 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
1198 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
1199 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
1200 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1201 ,logistic          ,identity       ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
1202 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,False
1203 ,logistic          ,identity       ,  0.0 ,      64.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.0005 ,False
1204 ,tanh              ,identity       ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
1205 ,logistic          ,identity       ,  0.0 ,      64.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1206 ,tanh              ,identity       ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
