,mse,mee
0,1.766710362986742,1.4127163238671776
1,1.6796694366427594,1.371878027944252
2,1.8829075392343284,1.4442964774032485
3,1.7036167262882151,1.3767886633616375
4,1.710668644323902,1.3949026215393514
5,1.7731540822686456,1.4057440178928673
6,1.6446663839870008,1.371627254210456
7,1.7795289314044707,1.4151684690416224
8,1.6895893393249852,1.385757073146666
9,1.7411475593960468,1.4136689142112284
