     ,activation_hidden ,val_MEE_mean_rank ,alpha ,batch_size ,epochs ,hidden_layer_sizes ,lambd  ,learning_rate ,learning_rate_init ,nesterov
 844 ,tanh              ,              966 ,  0.0 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,False
 845 ,tanh              ,             1464 ,  0.0 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,False
 846 ,tanh              ,              412 ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
 847 ,tanh              ,              292 ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 848 ,tanh              ,             1576 ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,False
 849 ,tanh              ,              772 ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
 850 ,tanh              ,              579 ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 851 ,tanh              ,             1575 ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 852 ,tanh              ,              471 ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 853 ,tanh              ,              333 ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
 854 ,tanh              ,             1582 ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,False
 855 ,tanh              ,              835 ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
 856 ,tanh              ,              683 ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 857 ,tanh              ,             1581 ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,False
 858 ,tanh              ,              804 ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0005 ,False
 859 ,tanh              ,              636 ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
 860 ,tanh              ,             1574 ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,False
 861 ,tanh              ,              967 ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
 862 ,tanh              ,              843 ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,False
 863 ,tanh              ,             1586 ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,False
 864 ,tanh              ,              307 ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 865 ,tanh              ,               86 ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,False
 866 ,tanh              ,             1506 ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
 867 ,tanh              ,              853 ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.0005 ,False
 868 ,tanh              ,              570 ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,False
 869 ,tanh              ,             1441 ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,False
 870 ,tanh              ,              366 ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
 871 ,tanh              ,              183 ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,False
 872 ,tanh              ,             1511 ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
 873 ,tanh              ,              917 ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.0005 ,False
 874 ,tanh              ,              700 ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
 875 ,tanh              ,             1444 ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
 876 ,tanh              ,              871 ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
 877 ,tanh              ,              614 ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
 878 ,tanh              ,              680 ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,False
 879 ,tanh              ,             1095 ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.0005 ,False
 880 ,tanh              ,              929 ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,False
 881 ,tanh              ,             1553 ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,False
 882 ,tanh              ,             1047 ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0005 ,False
 883 ,tanh              ,              911 ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
 884 ,tanh              ,              791 ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,False
 885 ,tanh              ,             1398 ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
 886 ,tanh              ,             1230 ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 887 ,tanh              ,              616 ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 888 ,tanh              ,             1090 ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.0005 ,False
 889 ,tanh              ,              975 ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 890 ,tanh              ,              633 ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,False
 891 ,tanh              ,             1407 ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
 892 ,tanh              ,             1291 ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 893 ,tanh              ,              560 ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,False
 894 ,tanh              ,             1353 ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
 895 ,tanh              ,             1249 ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
 896 ,tanh              ,             1445 ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
 897 ,tanh              ,             1438 ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.0005 ,False
 898 ,tanh              ,             1406 ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,False
 899 ,tanh              ,              752 ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,False
 900 ,tanh              ,              950 ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
 901 ,tanh              ,              809 ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 902 ,tanh              ,             1521 ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,False
 903 ,tanh              ,             1276 ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
 904 ,tanh              ,             1087 ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 905 ,tanh              ,             1545 ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 906 ,tanh              ,              970 ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 907 ,tanh              ,              869 ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
 908 ,tanh              ,             1491 ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,False
 909 ,tanh              ,             1321 ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
 910 ,tanh              ,             1181 ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 911 ,tanh              ,             1529 ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,False
 912 ,tanh              ,             1284 ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0005 ,False
 913 ,tanh              ,             1148 ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
 914 ,tanh              ,             1493 ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,False
 915 ,tanh              ,             1428 ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
 916 ,tanh              ,             1337 ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,False
 917 ,tanh              ,             1542 ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,False
 918 ,tanh              ,             1037 ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 919 ,tanh              ,              920 ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,False
 920 ,tanh              ,             1460 ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
 921 ,tanh              ,             1377 ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.0005 ,False
 922 ,tanh              ,             1245 ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,False
 923 ,tanh              ,              840 ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,False
 924 ,tanh              ,             1114 ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
 925 ,tanh              ,              956 ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,False
 926 ,tanh              ,             1451 ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
 927 ,tanh              ,             1400 ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.0005 ,False
 928 ,tanh              ,             1298 ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
 929 ,tanh              ,              833 ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
 930 ,tanh              ,             1362 ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
 931 ,tanh              ,             1269 ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
 932 ,tanh              ,             1450 ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,False
 933 ,tanh              ,             1430 ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.0005 ,False
 934 ,tanh              ,             1402 ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,False
 935 ,tanh              ,             1442 ,  0.0 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,False
 936 ,tanh              ,               84 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0005 ,False
 937 ,tanh              ,                8 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
 938 ,tanh              ,              829 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,False
 939 ,tanh              ,              363 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
 940 ,tanh              ,              251 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 941 ,tanh              ,              719 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 942 ,tanh              ,              108 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.0005 ,False
 943 ,tanh              ,               66 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 944 ,tanh              ,              736 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,False
 945 ,tanh              ,              445 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
 946 ,tanh              ,              312 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 947 ,tanh              ,              651 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,False
 948 ,tanh              ,              379 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
 949 ,tanh              ,              257 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
 950 ,tanh              ,              656 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
 951 ,tanh              ,              608 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.0005 ,False
 952 ,tanh              ,              455 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,False
 953 ,tanh              ,              533 ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,False
 954 ,tanh              ,               64 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
 955 ,tanh              ,               23 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 956 ,tanh              ,             1623 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,False
 957 ,tanh              ,              396 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
 958 ,tanh              ,              259 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 959 ,tanh              ,             1600 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 960 ,tanh              ,              131 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 961 ,tanh              ,               56 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
 962 ,tanh              ,             1610 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,False
 963 ,tanh              ,              473 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
 964 ,tanh              ,              350 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 965 ,tanh              ,             1616 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,False
 966 ,tanh              ,              421 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0005 ,False
 967 ,tanh              ,              284 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
 968 ,tanh              ,             1601 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,False
 969 ,tanh              ,              645 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
 970 ,tanh              ,              494 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,False
 971 ,tanh              ,             1572 ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,False
 972 ,tanh              ,                6 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 973 ,tanh              ,               98 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,False
 974 ,tanh              ,             1028 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
 975 ,tanh              ,              299 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.0005 ,False
 976 ,tanh              ,              138 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,False
 977 ,tanh              ,             1197 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,False
 978 ,tanh              ,               39 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
 979 ,tanh              ,               91 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,False
 980 ,tanh              ,              999 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
 981 ,tanh              ,              375 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.0005 ,False
 982 ,tanh              ,              237 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
 983 ,tanh              ,              644 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
 984 ,tanh              ,              361 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
 985 ,tanh              ,              181 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
 986 ,tanh              ,              953 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,False
 987 ,tanh              ,              627 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.0005 ,False
 988 ,tanh              ,              413 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,False
 989 ,tanh              ,              870 ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,False
 990 ,tanh              ,              615 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0005 ,False
 991 ,tanh              ,              428 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
 992 ,tanh              ,              684 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,False
 993 ,tanh              ,             1029 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
 994 ,tanh              ,              896 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 995 ,tanh              ,              648 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 996 ,tanh              ,              668 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.0005 ,False
 997 ,tanh              ,              487 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 998 ,tanh              ,              451 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,False
 999 ,tanh              ,             1103 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
1000 ,tanh              ,              984 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,False
1001 ,tanh              ,              468 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,False
1002 ,tanh              ,             1060 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
1003 ,tanh              ,              919 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
1004 ,tanh              ,              283 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
1005 ,tanh              ,             1256 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1006 ,tanh              ,             1119 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,False
1007 ,tanh              ,              500 ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,False
1008 ,tanh              ,              606 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
1009 ,tanh              ,              443 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
1010 ,tanh              ,             1530 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,False
1011 ,tanh              ,              909 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
1012 ,tanh              ,              792 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
1013 ,tanh              ,             1512 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,False
1014 ,tanh              ,              669 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
1015 ,tanh              ,              524 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
1016 ,tanh              ,             1518 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,False
1017 ,tanh              ,             1014 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
1018 ,tanh              ,              862 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
1019 ,tanh              ,             1561 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,False
1020 ,tanh              ,              973 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0005 ,False
1021 ,tanh              ,              850 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
1022 ,tanh              ,             1543 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,False
1023 ,tanh              ,             1132 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
1024 ,tanh              ,             1019 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,False
1025 ,tanh              ,             1514 ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,False
1026 ,tanh              ,              628 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
1027 ,tanh              ,              345 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,False
1028 ,tanh              ,             1068 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
1029 ,tanh              ,             1073 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.0005 ,False
1030 ,tanh              ,              903 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,False
1031 ,tanh              ,             1070 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,False
1032 ,tanh              ,              623 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
1033 ,tanh              ,              383 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,False
1034 ,tanh              ,              947 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
1035 ,tanh              ,             1134 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.0005 ,False
1036 ,tanh              ,             1012 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
1037 ,tanh              ,              808 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
1038 ,tanh              ,             1061 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
1039 ,tanh              ,              923 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
1040 ,tanh              ,              892 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,False
1041 ,tanh              ,             1268 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.0005 ,False
1042 ,tanh              ,             1141 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,False
1043 ,tanh              ,             1104 ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,False
