     ,activation_hidden ,val_MEE_mean_rank ,alpha ,batch_size ,epochs ,hidden_layer_sizes ,lambd  ,learning_rate ,learning_rate_init ,nesterov
 401 ,logistic          ,              596 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 402 ,logistic          ,             1154 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 403 ,logistic          ,             1036 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
 404 ,logistic          ,             1008 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,False
 405 ,logistic          ,             1260 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.0005 ,False
 406 ,logistic          ,             1136 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 407 ,logistic          ,             1026 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,False
 408 ,logistic          ,             1240 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0005 ,False
 409 ,logistic          ,             1122 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
 410 ,logistic          ,              322 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,False
 411 ,logistic          ,             1306 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.0005 ,False
 412 ,logistic          ,             1229 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,False
 413 ,logistic          ,              460 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,False
 414 ,logistic          ,             1293 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 415 ,logistic          ,             1208 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,False
 416 ,logistic          ,              352 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
 417 ,logistic          ,             1341 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.0005 ,False
 418 ,logistic          ,             1285 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,False
 419 ,logistic          ,              417 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,False
 420 ,logistic          ,             1286 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
 421 ,logistic          ,             1176 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,False
 422 ,logistic          ,              258 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
 423 ,logistic          ,             1329 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.0005 ,False
 424 ,logistic          ,             1277 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
 425 ,logistic          ,              300 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
 426 ,logistic          ,             1343 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
 427 ,logistic          ,             1246 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
 428 ,logistic          ,              252 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,False
 429 ,logistic          ,             1373 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.0005 ,False
 430 ,logistic          ,             1355 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,False
 431 ,logistic          ,              368 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,False
 432 ,tanh              ,              377 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
 433 ,tanh              ,             1560 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
 434 ,tanh              ,              512 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 435 ,tanh              ,             1564 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 436 ,tanh              ,              369 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
 437 ,tanh              ,             1580 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
 438 ,tanh              ,              574 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 439 ,tanh              ,             1571 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,True
 440 ,tanh              ,              508 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
 441 ,tanh              ,             1609 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,True
 442 ,tanh              ,              718 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,True
 443 ,tanh              ,             1556 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,True
 444 ,tanh              ,              420 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
 445 ,tanh              ,             1634 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,True
 446 ,tanh              ,              535 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 447 ,tanh              ,             1633 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 448 ,tanh              ,              430 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
 449 ,tanh              ,             1640 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,True
 450 ,tanh              ,              558 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 451 ,tanh              ,             1636 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
 452 ,tanh              ,              569 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
 453 ,tanh              ,             1641 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
 454 ,tanh              ,              715 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
 455 ,tanh              ,             1648 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,True
 456 ,tanh              ,              303 ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
 457 ,tanh              ,             1628 ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
 458 ,tanh              ,              491 ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,True
 459 ,tanh              ,             1599 ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,True
 460 ,tanh              ,              327 ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,True
 461 ,tanh              ,             1555 ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,True
 462 ,tanh              ,              436 ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
 463 ,tanh              ,             1629 ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,True
 464 ,tanh              ,              490 ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,True
 465 ,tanh              ,             1625 ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,True
 466 ,tanh              ,              708 ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,True
 467 ,tanh              ,             1615 ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,True
 468 ,tanh              ,             1045 ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
 469 ,tanh              ,             1495 ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
 470 ,tanh              ,             1147 ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 471 ,tanh              ,             1477 ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 472 ,tanh              ,             1079 ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
 473 ,tanh              ,             1475 ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
 474 ,tanh              ,             1207 ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 475 ,tanh              ,             1469 ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,True
 476 ,tanh              ,             1175 ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
 477 ,tanh              ,             1485 ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,True
 478 ,tanh              ,             1296 ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,True
 479 ,tanh              ,             1466 ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,True
 480 ,tanh              ,              916 ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
 481 ,tanh              ,             1544 ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,True
 482 ,tanh              ,             1046 ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 483 ,tanh              ,             1540 ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 484 ,tanh              ,              932 ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
 485 ,tanh              ,             1546 ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,True
 486 ,tanh              ,             1042 ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 487 ,tanh              ,             1559 ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
 488 ,tanh              ,             1057 ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
 489 ,tanh              ,             1520 ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
 490 ,tanh              ,             1186 ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
 491 ,tanh              ,             1517 ,  0.5 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,True
 492 ,tanh              ,             1094 ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
 493 ,tanh              ,             1476 ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
 494 ,tanh              ,             1231 ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,True
 495 ,tanh              ,             1452 ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,True
 496 ,tanh              ,             1063 ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,True
 497 ,tanh              ,             1471 ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,True
 498 ,tanh              ,             1177 ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
 499 ,tanh              ,             1478 ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,True
 500 ,tanh              ,             1194 ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,True
 501 ,tanh              ,             1489 ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,True
 502 ,tanh              ,             1302 ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,True
 503 ,tanh              ,             1474 ,  0.5 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,True
 504 ,tanh              ,              236 ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
 505 ,tanh              ,             1570 ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
 506 ,tanh              ,              304 ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 507 ,tanh              ,             1613 ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 508 ,tanh              ,              190 ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
 509 ,tanh              ,             1621 ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
 510 ,tanh              ,              293 ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 511 ,tanh              ,             1596 ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,True
 512 ,tanh              ,              311 ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
 513 ,tanh              ,             1587 ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,True
 514 ,tanh              ,              424 ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,True
 515 ,tanh              ,             1607 ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,True
 516 ,tanh              ,              230 ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
 517 ,tanh              ,             1656 ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,True
 518 ,tanh              ,              355 ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 519 ,tanh              ,             1649 ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 520 ,tanh              ,              207 ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
 521 ,tanh              ,             1653 ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,True
 522 ,tanh              ,              346 ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 523 ,tanh              ,             1646 ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
 524 ,tanh              ,              357 ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
 525 ,tanh              ,             1647 ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
 526 ,tanh              ,              497 ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
 527 ,tanh              ,             1645 ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,True
 528 ,tanh              ,              110 ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
 529 ,tanh              ,             1624 ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
 530 ,tanh              ,              180 ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,True
 531 ,tanh              ,             1568 ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,True
 532 ,tanh              ,              111 ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,True
 533 ,tanh              ,             1630 ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,True
 534 ,tanh              ,              201 ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
 535 ,tanh              ,             1617 ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,True
 536 ,tanh              ,              239 ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,True
 537 ,tanh              ,             1632 ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,True
 538 ,tanh              ,              371 ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,True
 539 ,tanh              ,             1631 ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,True
 540 ,tanh              ,              811 ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
 541 ,tanh              ,             1498 ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
 542 ,tanh              ,              937 ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 543 ,tanh              ,             1490 ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 544 ,tanh              ,              783 ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
 545 ,tanh              ,             1522 ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
 546 ,tanh              ,             1010 ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 547 ,tanh              ,             1510 ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,True
 548 ,tanh              ,              988 ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
 549 ,tanh              ,             1534 ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,True
 550 ,tanh              ,             1124 ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,True
 551 ,tanh              ,             1507 ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,True
 552 ,tanh              ,              754 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
 553 ,tanh              ,             1551 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,True
 554 ,tanh              ,              858 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 555 ,tanh              ,             1535 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 556 ,tanh              ,              773 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
 557 ,tanh              ,             1558 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,True
 558 ,tanh              ,              900 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 559 ,tanh              ,             1550 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
 560 ,tanh              ,              882 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
 561 ,tanh              ,             1509 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
 562 ,tanh              ,             1024 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
 563 ,tanh              ,             1541 ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,True
 564 ,tanh              ,              819 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
 565 ,tanh              ,             1500 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
 566 ,tanh              ,              959 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,True
 567 ,tanh              ,             1479 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,True
 568 ,tanh              ,              856 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,True
 569 ,tanh              ,             1488 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,True
 570 ,tanh              ,             1023 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,True
 571 ,tanh              ,             1527 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,True
 572 ,tanh              ,              985 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,True
 573 ,tanh              ,             1538 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,True
 574 ,tanh              ,             1127 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,True
 575 ,tanh              ,             1470 ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,True
 576 ,logistic          ,              745 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
 577 ,logistic          ,              291 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
 578 ,logistic          ,              888 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 579 ,logistic          ,              129 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 580 ,logistic          ,              716 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
 581 ,logistic          ,              229 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
 582 ,logistic          ,              925 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 583 ,logistic          ,               57 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,True
 584 ,logistic          ,              827 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
 585 ,logistic          ,              176 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,True
 586 ,logistic          ,             1022 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.001  ,True
 587 ,logistic          ,               44 ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,True
 588 ,logistic          ,              665 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
 589 ,logistic          ,              349 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,True
 590 ,logistic          ,              795 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 591 ,logistic          ,              217 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 592 ,logistic          ,              649 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
 593 ,logistic          ,              962 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,True
 594 ,logistic          ,              823 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 595 ,logistic          ,              173 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,True
 596 ,logistic          ,              781 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
 597 ,logistic          ,              391 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
 598 ,logistic          ,              946 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.001  ,True
 599 ,logistic          ,               46 ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,True
 600 ,logistic          ,              751 ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
